Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History,Data Notes
CPINDM,India Consumer Price Index Inflation Rate - Combined,Consumer Price Indices,India Rupee,India,,,,,,,Index Number,Units,Stock,none,Annual From Dec 1870 To Jul 1920<BR>Monthly From Aug 1920 To Aug 2020<BR>,"Sources: Department of Statistics, Commercial Intelligence Department. Prices and Wages in India. Calcutta: Superintendent of Government Printing, 1923 (1870-1916); Department of Commercial Intelligence and Statistics. Index Numbers of Indian Prices. Calcutta, 1928 (1916-1920); League of Nations (1920-1945); Reserve Bank of India, Monthly Bulletin (1946-) Notes: Data before 1920 are annual from the sources via Williamson. Data are a weighted average of consumer prices, especially for grain from Dacca, Agra, Cawnpore, Delhi, Bombay, Ahmedabad, Secunderabad, Madras and Banglore. Official monthly data begin in 1920. Data are disseminated for 3 separate consumer price indices: (1) the Consumer Price Index for Industrial Workers (CPI [IW]); (2) the Consumer Price Index for Rural Labourers (CPI [RL]) and (3) the Consumer Price Index for Urban Non-Manual Employees (CPI [UNME]). (1) The Consumer Price Index for Industrial Workers (CPI [IW]), 1982=100, is a Laspeyres index covering industrial workers' families in 70 industrial centers throughout the country. The population covered by these 70 industrial centers is approximately 20 percent of the total population of India.  The index covers 260 items, and approximately 160,000 retail price quotes are obtained each month from 16,545 outlets and selected open markets. About 81 percent of the price quotes are collected every week for price sensitive items. Prices for some commodities (about 18 percent of the price quotes) are collected on a monthly basis. Prices of items such as house rent, school or college fees and school/college books (about 1 percent of the price quotes) are collected every six months. The price quotes include all taxes.  The weights for the present series are based on the results of the Family Income and Expenditure Survey conducted during the period from March 1981 to July 1982 in all 70 centers. The index is re-based once every ten years. Generally, efforts are made to update the weights every 10 years by conducting a fresh WCFIES. However, due to various reasons, this schedule could not be adhered to. The latest update of the CPI weights was done in 1981-82, after a gap of 22 years. The data for the CPI (IW) are not seasonally adjusted. (2) The Consumer Price Index for Rural Labourers (CPI [AL/RL]), 1986-87=100 is compiled for 20 States and for All-India. An index is also compiled for agricultural labour households, which is a subset of the rural labour households. The States indices are Laspeyres indices. The All-India index is compiled as the weighted average of the 20 State indices, based on the estimated consumption expenditure of all rural and agricultural households in each States as a proportion of total consumption expenditure for All-India.  The indices for each State covers 85 to 106 items, and 61,005 retail price quotes are collected once a month from selected shops in selected markets serving 600 fixed sample villages, spread over 66 zones and 20 states. The collection of retail prices is staggered over the four weeks of a month, with one quarter of the sample villages being covered every week on a fixed collection day. The price quotes include all taxes.  The weights are based on the consumer expenditure data obtained from the central samples collected by the National Sample Survey Organization (NSSO) during the 38th round conducted in 1983. The weighting diagram of the CPI (RL) covers the rural labour in 20 major states, which represent 99.5 percent of the total labour households in the country.  The previous base of the index was 1960-61=100, and the index for that series covered only agricultural labourers.  The data for the CPI (AL/RL) are not seasonally adjusted. (3) The Consumer Price Index for Urban Non-Manual Employees (CPI [UNME]), 1984-85=100, is a Laspeyres index covering the non-manual population in 59 selected urban centers throughout the country, which represent approximately 40 percent of the total urban population of India. The index covers an average of approximately 250 items, although the number of items of goods and services varies from center to center. (The smallest number of items covered by the index [146] is in Imphal, and the largest number of items [345] is in Delhi.) 1,022 price quotes are collected once a month from approximately 1,022 outlets. The prices include taxes.  The weights of the present series are based on the results of the Family Living Survey, conducted during the period 1982-83 in 59 selected urban centers through the country. Market surveys were also carried out during 1983 in each of the 59 centers preparatory to regular price collection. Data using the 1984-85 base has been disseminated since November 1987. There is no fixed schedule for re-basing the index. The previous base year was 1960. The data for the CPI (UNME) are not seasonally adjusted.The CPI for Industrial Workers is used through 2010.  Beginning in 2011, the Combined CPI for Rural and City consumers is used.",,
CPIDNM,Indonesia Consumer Price Index Inflation Rate,Consumer Price Indices,Indonesia Rupiah,Indonesia,,,,,,,Index Number,Units,Stock,none,Annual From Jul 1926 To Dec 1928<BR>Monthly From Jan 1929 To Jan 1935<BR>Quarterly From Apr 1935 To Sep 1936<BR>Monthly From Oct 1936 To Feb 2020<BR>,"Sources: Jeffrey G. Williamson (1830-1940); Central Bureau of Statistics, Indicator Ekonomi (1948-) <br />Notes: Pre-World War II and Post World War II indices are not comparable. <br />Williamson calculated a monthly average of prices for different consumer goods based upon rice, imported textiles, cooking oil and sugar prices. Data are annual. There is no link between the pre-war and post-war indices. No monthly data are available from July 1964 through March 1966 and annual data have been inserted. <br />Data are disseminated on the Consumer Price Index (2002=100), a modified Laspeyres index covering 45 major urban areas throughout Indonesia.  <br />The index covers between 283 and 397 goods and services classified into seven major groups: food; prepared food, drinks, cigarettes, and tobacco; housing; clothing; education; health; and transport and communication. Each group consists of several subgroups of items, and in addition, some items have several levels of quality or specifications. Prices include sales taxes and are collected each Tuesday for food, clothing, and kerosene items and monthly (on the Tuesday closest to the 15th) for most remaining items.  <br />The weights used in the index are based on the 2002 Cost of Living Survey (CLS) which covered 70,000 households in 45 cities (30 provincial capital cities, and 15 major cities) throughout Indonesia.  The index is re-based and the weights are revised approximately every 5 years. The index will be re-based and the weights will be revised according to the 2007 Cost of Living Survey (CLS). The data are not seasonally adjusted.",,Split adjusted.
CPIRLM,Ireland Consumer Price Index Inflation Rate,Consumer Price Indices,Ireland Pound,Ireland,,,,,,,Index Number,Units,Stock,none,Annual From Jul 1914 To Mar 1922<BR>Quarterly From Jun 1922 To Dec 1996<BR>Monthly From Jan 1997 To Aug 2020<BR>,"Sources: Central Statistical Office, Statistical Bulletin and Statistical Yearbook, Dublin: CSO (1922-) Notes: Data are quarterly through 1961 and monthly thereafter. The Consumer Price Index (CPI) is a Laspeyres-type index calculated on the basis of over 50,000 price quotations taken at 82 locations throughout the country to base mid-December 2001=100. 613 items are covered by the index. Prices are collected monthly, quarterly and yearly. The expenditure weights for the index relate to all private households adjusted to include tourist expenditure and are based on the 1999/2000 Household Budget Survey (HBS). Seasonally adjusted data are not disseminated.",,
CPISRM,Israel Consumer Price Index Inflation Rate,Consumer Price Indices,Israel New Sheqalim,Israel,,,,,,,Index Number,Units,Stock,none,Annual From Jan 1922 To Jul 1922<BR>Monthly From Aug 1922 To Aug 2020<BR>,"Sources: Palestine Statistical Annual (1922-1938), League of Nations (1939-1945); Israel Central Statistical Bureau, Monthly Bulletin of Statistics (1946-) <br />Notes: The original base was January 1922 = 100.  No data were calculated for February through June 1922.  Data are for all of Palestine through 1938, for Jewish market prices starting in 1939 and for Israel itself starting in 1948.  No data were available for August through December 1942. <br />Data are disseminated on the consumer price index, a Laspeyeres index (2000=100) measuring the change in household expenditure necessary to buy a """"basket"""" of commodities and services. <br />The index covers 1,370 goods and services. Each month 40,000-price quotes are obtained from 2,000 outlets and 500 households. Prices for goods (about 60% of the items) are collected on a weekly basis, while those for services are collected on a monthly basis. The prices include all indirect taxes, such as VAT and purchase tax. <br />The weights used in the index are obtained from the 1998/99 household surveys covering all income groups in urban households (about 90% of the total population). <br />The base year has changed in past every 5-6 years, when data on the consumer basket are updated on the basis of Household Expenditure Surveys. As of 1997, Household Expenditure Surveys are conducted annually, thus leading to a policy of more frequent updating. <br />The data for several consumption groups (fresh fruit and vegetables, clothing and footwear, vacations and travel abroad) are seasonally adjusted, and seasonally adjusted indices for these groups are published in addition to the unadjusted indices.",,Split adjusted.
CPITAM,Italy Consumer Price Index Inflation Rate,Consumer Price Indices,Italy Lira (Euro from 01/01/1999),Italy,,,,,,,Index Number,Units,Stock,none,Annual From Dec 1310 To Dec 1919<BR>Monthly From Jan 1920 To Aug 2020<BR>,"Sources: B. R. Mitchell, European Historical Statistics, 1750-1975, New York: Facts on File, 1980 (1861-1919), League of Nations (1920-1945); Central Institute of Statistics, Monthly Bulletin (1946-) Notes: Annual data were used for 1861 through 1919 and from August 1939 through 1943. The Italian consumer price index, (Indice nazionale dei prezzi al consumo per l'intera collettivitÃƒÂ  NIC) is an annually chained Laspeyres type index (reference base period 1995=100) covering the whole national territory. From January 1999, Istat adopted a chain Laspeyres index, re-based yearly, with a price reference period in December of previous year.  Prices are collected monthly with the exception of durables, semi durables and rents (quarterly) and seasonal goods (twice a month). The prices of the reference month are collected from the 16th day of the previous month up to the 15th day of the current month. The price quotations refer to a group of approximately 1,031 products classified accordingly to the COICOP'95 Rev.1 classification. The CPI is based on approximately 332,000 price quotations each month taken at 33,000 sales outlets and 11,000 households.  The weights are represented by the values of final household consumption as derived from the National Accounts. These values are then corrected on the basis of other information derived from the Household Budget Survey and from other sources.  Price changes are also measured monthly by the FOI (CPI for white and blue collars workers) and the HICP index (Harmonized Index of Consumer Prices) with the same methodology. The FOI index (without tobacco) is widely used for indexing purposes in Italian laws and regulations. The HICP index is computed for European purposes. Data are not seasonally adjusted.",,Split adjusted.
CPJPNM,Japan Consumer Price Index Inflation Rate,Consumer Price Indices,Japan Yen,Japan,,,,,,,Index Number,Units,Stock,none,Annual From Dec 1790 To Dec 1921<BR>Monthly From Jan 1922 To Jul 2020<BR>,"Sources: Williamson (1868-1900); League of Nations (1922-1945); Bureau of Statistics, Monthly Statistics of Japan (1946-) Notes: Williamsons cost of living index was constructed from prices in Tokyo for rice, soybeans, and salt (LTES vol. 8: 153-154), and prices of firewood and salted fish (LTES vol. 8: 138-151). The missing years 1894-95 for the price of salt were filled by linear interpolation. The (fixed) weights were derived from consumption budgets for the Ã¢â‚¬Å“typicalÃ¢â‚¬Â family (LTES vol. 8: 138-141 and vol. 6: 136-137).  The weights were: cost of living = (rice).70 + (soy).07 + (salt).01 + (firewood).08 + (salted fish).14.Data are annual for 1900 through 1921 and monthly thereafter. The CPI is calculated as the weighted arithmetic mean with fixed base (Laspeyres formula, 2000 = 100), covers the whole of Japan, excludes """"one-person households"""". (The CPI which covers the all households including one-person households is also calculated as a supplementary index.)  The index covers 598 items. The prices of index items are collected in the monthly Retail Price Survey in principle. In this survey, prices are collected in 167 sample cities, towns and villages, selected by using probability sampling method to represent the whole country. The prices are surveyed once a month in principle, but the prices of fresh food and cut flowers are collected three times a month as their prices sharply fluctuate day by day. Approximately 230,000 price quotes are obtained each month from 30,000 establishments and 22,000 rental units. The weights are based on the 2000 Family Income and Expenditure Survey and are revised once every five years. The base year is also changed every five years. Seasonally adjusted indices are also calculated.",,
CPMYSM,Malaysia Consumer Price Index Inflation Rate,Consumer Price Indices,Malaysia Dollar,Malaysia,,,,,,,Index Number,Units,Stock,none,Monthly From Jan 1948 To Feb 2020<BR>,"Sources: Department of Statistics, Monthly Statistical Bulletin (1948-) Notes: Data are disseminated on the consumer prices index, a Laspeyres index (2000=100) covering urban and rural areas of Malaysia. The index covers about 430 items. Each month approximately 190,000 price quotes are obtained from about 19,000 retail outlets throughout the country. Prices are collected monthly, except for prices on rental property which are collected on a quarterly basis, and for perishable items, weekly. The weights used in the index are derived from the household expenditure survey conducted in 1998/99. The weights are normally revised every 5 years. The index is normally re-based every 5 years in tandem with the revision of the weights. The data are disseminated in a non-seasonally-adjusted format.",,
CPMEXM,Mexico Consumer Price Index Inflation Rate,Consumer Price Indices,Mexico Peso,Mexico,,,,,,,Index Number,Units,Stock,none,Annual From Dec 1886 To Dec 1933<BR>Monthly From Jan 1934 To Dec 1987<BR>Weekly From Jan 1988 To Aug 2020<BR>,"Sources: Instituto Nacional de Estadistica Geografia e Informatica, Estadisticas Historicas de Mexico, Mexico City: INEGE (1886-1933), League of Nations (1934-1945); Banco de Mexico, Indicadores Economicos, Mexico: Banco de Mexico (1946-) Notes: Data are annual from 1886 through 1933, and monthly thereafter.  No data are available from 1914 through 1918. Data are disseminated on the CPI, a Laspeyres index (1994 = 100) covering urban consumers living in towns with more than 20,000 inhabitant. Price information is gathered from 18,400 retail outlets and 8,000 rental housing units, 70,000 prices are gathered each month for 313 generic products and services in 46 Mexican cities. For food items, daily information is obtained; for non-food items, bi-weekly observations are obtained. Data are not seasonally adjusted.",,Split adjusted.
CPMARM,Morocco Consumer Price Index Inflation Rate,Consumer Price Indices,Morocco Dirham,Morocco,,,,,,,Index Number,Units,Stock,none,Annual From Dec 1939 To Dec 1950<BR>Monthly From Jan 1951 To Jul 2020<BR>,,,
CPNLDM,Netherlands Consumer Price Index Inflation Rate,Consumer Price Indices,Netherlands Guilder (Euro from 01/01/1999),Netherlands,,,,,,,Index Number,Units,Stock,none,Annual From Dec 1450 To Dec 1918<BR>Monthly From Jan 1919 To Aug 2020<BR>,"Sources: B. R. Mitchell, European Historical Statistics, 1750-1975, New York: Facts on File, 1980 (1880-1918), International Statistics Institute (1919-36), League of Nations (1937-1940); Central Bureau Statistics, Maandschrift (1946-) <br />Notes: Data are annual from 1880 through 1918. No data were available for August 1944 to June 1945, and annual data were inserted.  Quarterly data were used for July 1945 to March 1946.  No data were available for October and November 1946 and the datum for December 1946 was inserted into those two months.  <br />Data are disseminated on the CPI, a Laspeyres index (2000=100) covering all private households in the Netherlands.  <br />The index covers some 90,000 prices collected from about 9,000 outlets each month. There are 127 different outlet types. For each article, the number of observations is spread over the different outlet types according to turnover value. Some 1,000 enterprises regularly receive mail questionnaires. Once a year, about 3,500 landlords receive a rent survey questionnaire. The number of price quotations for an item depends on its weight and price variation. <br />In addition, scannerdata are collected from some super market chains. These data contain information on sales volumes and average prices paid for all articles, sold in these super markets.  <br />Price data are collected on a monthly basis. In some case, when prices are known to be adjusted only once or a few times per year price collection is in accordance with this. The prices generally refer to the first three working weeks of the month. Fuel prices are collected daily. <br />For the price observations through scannerdata every month the prices of the first two full weeks enter into the computations. <br />The weights are derived from primarily from National Accounts results on private consumption. Additional information at a more detailed level is taken from a 2000 Household Budget Survey. This survey measures the set of goods and services which were acquired in the base year from the net spendable income of the average household, for prices which were known to households at the moment of acquisition. Furthermore sales information from some market research bureaus is used to adjust weights at the most detailed level. <br />The price developments of articles that are sold in supermarkets are a weighted average of the scannerdata results in the super markets supplying these data, and the prices from measurements by interviewers in other outlets. The index is rebased at 5-yearly intervals up to 2000. The data are not seasonally adjusted.",,
CPNZLM,New Zealand Consumer Price Index Inflation Rate,Consumer Price Indices,New Zealand Dollar,New Zealand,,,,,,,Index Number,Units,Stock,none,Annual From Dec 1857 To Jul 1914<BR>Monthly From Aug 1914 To Dec 1920<BR>Quarterly From Mar 1921 To Dec 1933<BR>Monthly From Jan 1934 To Jan 1943<BR>Quarterly From Mar 1943 To Jun 2020<BR>,"Definition: The indices measure the quarterly changes in the retail sale prices of a constant basket of goods and services. Owner-occupied housing is included. <br />Coverage: Expenditures of all New Zealand residents living in private households except those in remote areas are covered. <br />Collection: Prices are collected weekly, monthly, quarterly or annually depending on the expected frequency of price changes exhibited by the good or service. They are collected in 15 urban/suburban areas for 352 items. Owner-occupied housing is measured using changes in house prices under an acquisitions approach. <br />Calculation: The indices are calculated using the Laspeyres formula with expenditure weights derived from the 1997/98 Household Economic Survey (HES) and a range of industry sources updated to reflect June 1999 quarter prices.  Sources: New Zealand Department of Statistics, Monthly Abstract of Statistics, Wellington (1914-) <br />Notes: Data are quarterly from 1921 to 1933, monthly from 1934 to 1942 and quarterly again, starting in 1943.",,
