Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History,Data Notes
GDPEGY,Egypt Nominal GDP,National Account Aggregates,Egypt Pound,Egypt,,,,,,,National Currency,Millions,Quarterly,none,Annual From Dec 1886 To Dec 2000<BR>Quarterly From Mar 2001 To Jun 2020<BR>,"Source: Ministry of Economic Development<br />Source: ""Yousef, T., """"Egypt's Growth Performance Under Economic Liberalism: A Reassessment with New GDP Estimates, 1885-1945"""". ERF Working Paper 0211, 2002, table A1;<br />Mitchell, B., International Historical Statistics: Africa, Asia, and Oceania, 1750-2000, Basingstoke: Palgrave Macmillan, 2003<br />World Bank (http://databank.worldbank.org/data/)""",,Split adjusted.
GDPHKG,Hong Kong Nominal GDP,National Account Aggregates,Hong Kong Dollar,Hong Kong,,,,,,,National Currency,Millions,Quarterly,none,Annual From Dec 1913 To Dec 1972<BR>Quarterly From Mar 1973 To Sep 2020<BR>,"Source: Hong Kong Monetary Authority<br /><br />Notes: Data are disseminated in millions of Hong Kong dollars on GDP in current and constant 2000 prices, together with implicit price deflators. The data cover the territory administered by the Government of the Hong Kong Special Administrative Region and all economic sectors of the economy. Data on transactions with the mainland of China are treated as external transactions. The quarterly constant price GDP figures are compiled using both the expenditure and production approaches, whereas the quarterly current price figures are compiled by expenditure approach. Current price GDP by production approach is compiled annually. The GDP compiled by expenditure approach is adopted as the single measure of GDP. The following breakdowns of GDP are compiled and disseminated:  (a) by expenditure component, which includes private consumption expenditure; government consumption expenditure; gross domestic fixed capital formation; changes in inventories; exports of goods; exports of services; imports of goods; and imports of services.  (b) by economic activity, in which economic activities are classified according to the Hong Kong Standard Industrial Classification version 1.1 (HSIC V1.1), with two additional items, viz. ownership of premises and Financial Intermediation Services Indirectly Measured (FISIM). The concepts and definitions follow the 1993 ""System of National Accounts"" (SNA). Seasonally adjusted data are also published.",,Split adjusted.
GDPIND,India Nominal GDP,National Account Aggregates,India Rupee,India,,,,,,,National Currency,Millions,Quarterly,none,Annual From Dec 1870 To Dec 1995<BR>Quarterly From Mar 1996 To Sep 2020<BR>,"Original Source: S. Sivasubramonian, The National Income of India in the Twentieth Century, (Oxford: Oxford University Press, 2000). The figures relate to Undivided India, comprising the territory of the future Indian Union, plus Pakistan and Bangladesh. Birma is excluded. <br />Definition: Data are in the process to be compiled according to SNA93. India presently uses a mix of the SNA68 and the SNA93. For the estimates of GDP by economic activity, India follows its National Industrial Classification 1987 (NIC-1987) which is broadly based on ISIC Rev.2. Coverage: The data cover the entire economy: all activities within SNA production boundary. However, production of goods (other than those in the agriculture, forestry and fishing) within the households for their own final consumption are not included.  Collection: The data is mainly collected from respective administrative ministries or departments of Government of India. Calculation: Data are released one quarter after the end of the reference quarter. Annual data are the sum of quarterly figures. The data do not become final for approximately three years. Constant prices estimates are fixed base using 1993-1994 prices.",,Split adjusted.
GDPIDN,Indonesia Nominal GDP,National Account Aggregates,Indonesia Rupiah,Indonesia,,,,,,,National Currency,Billions,Quarterly,none,Annual From Dec 1921 To Dec 1989<BR>Quarterly From Mar 1990 To Jun 2017<BR>,"Notes: Data are disseminated on quarterly GDP at current and constant 1993 market prices, in billions of Indonesian Rupiah, compiled by both the production approach and the expenditure approach. The data are reported at factor cost to 1963.  The GDP data cover the entire economy. The data compiled using the production approach are disseminated with a breakdown of total GDP by production sector as follows: agriculture; mining and quarrying; manufacturing industry; electricity, gas and clean water; construction; trade, hotels and restaurants; transportation and communication; finance, leasing and business services; and other services. The data compiled using the expenditure approach are disseminated with a breakdown of total GDP by expenditure category as follows: consumption expenditure by household; consumption expenditure by government; gross fixed capital formation; change in stock; exports of goods and services; and imports of goods and services. Data on GNP are also available after GDP is added to net factor income from abroad and data on national income as well after GNP is deducted by net indirect taxes and depreciation. The data are compiled in accordance with the ""System of National Accounts 1968"". The data are not seasonally adjusted.",,Split adjusted.
GDPISR,Israel Nominal GDP,National Account Aggregates,Israel New Sheqalim,Israel,,,,,,,National Currency,Millions,Quarterly,none,Annual From Dec 1950 To Dec 1979<BR>Quarterly From Mar 1980 To Sep 2020<BR>,"Notes: Data are disseminated in millions of NIS (new Israeli sheqels) on GDP in current and constant 1995 prices. The data are compiled using the expenditure method, and cover the entire economy. A breakdown of GDP in both current and constant prices is disseminated as follows: private consumption expenditure; general government consumption expenditure; gross fixed capital formation; increase in stocks; exports and imports of goods and services. Current and constant price data on GDP for the whole economy and GDP for the business sector are also disseminated. The data are defined and classified according to the System of National Accounts (SNA 1993), except that the definition of the product at market prices differs from the SNA definition in the following ways: (1) the value of the product does not cover taxes on imports; and (2) the value of the product includes other revenue components received by the exporters. Data on GDP including net taxes on imports are also published to enable international comparisons.  The data are disseminated in both original and seasonally adjusted formats.",,Split adjusted.
GDPKOR,Korea (Republic of) Nominal GDP,National Account Aggregates,South Korean Won,"Korea, Republic Of",,,,,,,National Currency,Billions,Quarterly,none,Annual From Dec 1911 To Dec 1959<BR>Quarterly From Mar 1960 To Sep 2020<BR>,"Data from 1911 to 1938 are for all of Korea.  Data from 1953 forward are for South Korea.Notes: Data are disseminated in billions of Korean won on GDP estimates at current and 2000 constant prices, together with deflators. As the basic method of compilation, the production approach, the expenditure approach and the income approach are used. The data are compiled primarily by the production approach considering accuracy and availability of the source data.  The following breakdowns of the current and constant price GDP data are disseminated:  (1) A breakdown by kind of economic activity into: agriculture forestry and fishing; mining and quarrying; manufacturing; electricity, gas and water supply; construction; wholesale and retail trade, restaurants and hotels; transport, storage and communication; financial intermediation, real estate, rental and business activities; public administration and defense, compulsory social security; education; health and social work; other service activities; taxes less subsidies on products. (2) A breakdown by expenditure category into: final consumption expenditure; gross capital formation; exports and imports of goods and services; and statistical discrepancy. Data on savings at current prices are also disseminated. The national accounts data are compiled following the analytical framework, concepts, definitions, accounting conventions, and classifications of the System of National Accounts 1993.  The data are published in both original and seasonally-adjusted format.",,Split adjusted.
GDPMYS,Malaysia Nominal GDP,National Account Aggregates,Malaysia Dollar,Malaysia,,,,,,,National Currency,Millions,Quarterly,none,Annual From Dec 1947 To Dec 1990<BR>Quarterly From Mar 1991 To Sep 2020<BR>,"Source: Bank Negara Malaysia<br /><br />Notes: The data from 1947 to 1953 include both the federation of Malaya and Singapore.  No data are available for 1954.  Data from 1955 on are for Malaysia only.Data are disseminated in millions of Ringgit on GDP at current prices and constant 1987 prices, compiled by both the expenditure method and the production method. The data cover the entire country, and all activities, except illegal activities. Data are disseminated showing breakdowns of GDP as follows: (1) A breakdown by expenditure categories for both current and constant price GDP: government final consumption; private final consumption expenditure; changes in stocks; gross fixed capital formation; exports of goods and services; imports of goods and services; and GDP in purchasers' values. (2) A breakdown by production activity for both current and constant price GDP: agriculture, forestry and fishing; mining and quarrying; manufacturing; electricity, gas and water; construction; wholesale and retail trade, and restaurants and hotels; transport, storage and communication; finance, insurance, real estate and business services; other services; government services; less imputed bank service charges; plus: import duties; and GDP in purchasers' values. The data are compiled in accordance with the methodology set out in the SNA 1968. The data are not seasonally adjusted.",,Split adjusted.
GDPMAR,Morocco Nominal GDP,National Account Aggregates,Morocco Dirham,Morocco,,,,,,,National Currency,Millions,Quarterly,none,Annual From Dec 1952 To Dec 1989<BR>Quarterly From Mar 1990 To Sep 2020<BR>,,,Split adjusted.
GDPPER,Peru Nominal GDP,National Account Aggregates,Peru New Sol,Peru,,,,,,,National Currency,Millions,Quarterly,none,Annual From Dec 1896 To Dec 1979<BR>Quarterly From Mar 1980 To Sep 2020<BR>,"Notes: Data are disseminated in millions of nuevos soles on Gross Domestic Product (GDP) compiled by the expenditure method at current prices and at constant 1994 prices. GDP data compiled by the production method are available at constant 1994 prices only. The data cover the entire economy.  The economic activities considered for the estimates of quarterly national accounts are agriculture and livestock; fishing; mining and fuel (which is divided in metallic mining and fuel); manufacturing (which comprises primary and non-primary industries); electricity and water; construction; trade and other services. GDP by expenditure categories considers all the components of global demand and supply: private consumption, public consumption, private investment, public investment, changes in inventories, exports and imports of goods and non-financial services. Although the National Institute of Statistics and Informatics (INEI) has the responsability of preparing the national accounts, the Quarterly GDP data are prepared by the Central Reserve Bank of Peru (BCRP) using the expenditure method.  These estimates are consistent with the annual estimates published by the INEI and are derived from the monthly GDP results, calculated by the INEI using the production method. The classification of the data follows the 1993 edition of the UN System of National Accounts (SNA).  The data are not seasonally adjusted.",,Split adjusted.
GDPPHL,Philippines Nominal GDP,National Account Aggregates,Philippines Peso,Philippines,,,,,,,National Currency,Millions,Quarterly,none,Annual From Dec 1946 To Dec 1980<BR>Quarterly From Mar 1981 To Dec 2020<BR>,"Notes: GDP and GNP estimates are disseminated at current levels and constant 1985 prices; in million of pesos, together with growth rates, implicit price deflators and percent distribution by industry and expenditure items. The estimates are presented in both the production and expenditure approach and cover the entire economy of the Philippines. GDP based on production is broken down by economic activity while factor incomes are estimated by institutional sector. GDP by expenditure share is disaggregated as follows: personal consumption; government consumption; fixed capital formation which includes construction, durable equipment and breeding stocks and orchard development; changes in stocks; export of goods (top 22 commodities) and services; and imports of goods (top 15 commodities) and services. GDP, GNP and Gross Value Added of Agriculture, Fishery and Forestry, Industry, Services and Personal Consumption Expenditure are seasonally adjusted on a quarterly basis.",,Split adjusted.
GDPRUS,Russia Nominal GDP,National Account Aggregates,Russian Federation Ruble,Russian Federation,,,,,,,National Currency,Millions,Quarterly,none,Annual From Dec 1885 To Dec 1992<BR>Quarterly From Mar 1993 To Sep 2020<BR>,"Definition: Data are compiled according to SNA 93. GDP is compiled using the production approach. The breakdown of GDP by expenditure categories includes statistical discrepancy that is determined as difference between produced and used GDP.  Collection: Data sources for production statistics include regular quarterly reports from enterprises, taxation records and agricultural sector reports. Reports are obtained from all large and medium sized enterprises, while data for small enterprises are estimated from quarterly sample surveys covering 20% of such units. Calculation: Data are released within 3 months after the end of the reference quarter. Quaterly data are revised seven months after the end of the reference quarter and in March of the second year following the reporting year (final data).",,Split adjusted.
GDPSGP,Singapore Nominal GDP,National Account Aggregates,Singapore Dollar,Singapore,,,,,,,National Currency,Millions,Quarterly,none,Annual From Dec 1900 To Dec 1987<BR>Quarterly From Mar 1988 To Sep 2020<BR>,"Source: Sugimoto, I., Economic growth of Singapore in the twentieth century, historical GDP estimates and empirical investigations, Economic Growth Centre Research Monograph Series, 2 (2011),",,Split adjusted.
GDPTHA,Thailand Nominal GDP,National Account Aggregates,Thailand Baht,Thailand,,,,,,,National Currency,Millions,Quarterly,none,Annual From Dec 1946 To Dec 1992<BR>Quarterly From Mar 1993 To Sep 2020<BR>,"Notes: Data on gross domestic product (GDP) and its components in production and expenditure are disseminated in million of Baht at current and constant 1988 prices. The data cover nationwide including formal and informal sectors, except illegal activities. Data on quarterly estimates showing the following breakdowns are disseminated:  (1) A breakdown of GDP at current prices and constant 1988 prices by production activity at the 1-digit level of ISIC, Rev. 3.  (2) A breakdown of GDP at current prices and constant 1988 prices by expenditure categories into: private consumption expenditure (PCE); gross fixed capital formation (GFCF); government consumption expenditure (GCE); change in inventories; exports; and imports. PCE, and GFCF are further broken down to the 1-digit level of the Central Product Classification (CPC). The constant prices data, except change in inventories and imports and exports are presented in both non-adjusted (original) and a seasonally adjusted formats. The current price data are published in the original format only.",,Split adjusted.
GDPTUR,Turkey Nominal GDP,National Account Aggregates,Turkey New Lira,Turkey,,,,,,,National Currency,Billions,Quarterly,none,Annual From Dec 1870 To Dec 1986<BR>Quarterly From Mar 1987 To Sep 2020<BR>,"Notes: Data from before 1950 are from Gormez and Yigit (2015: series TR6B_A). Data are disseminated in millions of Turkish Liras (New Turkish Liras after 1/1/2005) on GDP in current and constant 1987 prices. The methodology changes in 1998 when a new base was introduced for 1998.  An adjustment is made between the two GDP series. The current and constant price data are compiled by both the expenditure method and the production method. The current price data are also compiled by the income method. The data cover the entire Turkish economy. Data showing a breakdown by major expenditure categories are disseminated in both current and constant prices as follows: private final consumption expenditure of consumer goods and services; government final consumption expenditure; gross fixed capital formation by public and private sector; change in inventories; and export and import of goods and services. The breakdown by productive sector using the ISIC Rev. 2 classification system shows estimates of valued added - in producers' prices - in both current and constant prices for: Agriculture, Livestock, Forestry and Fishing; Mining and Quarrying; Manufacturing; Electricity, Gas and Water Supply; Construction; Trade (including wholesale and retail), Hotel and Restaurant Services; Transport and Communications; Business and Personal Services; Ownership of Dwelling; and Government and Other Services. Nominal and Real Gross National Product (GNP) data in producers' prices are also disseminated. Income-based current price GDP data are disseminated showing a breakdown by taxes on production and imports; consumption of fixed capital; subsidies; compensation of employees (by kind of economic activity) and operating surplus. The data are compiled in accordance with the SNA 1968 methodology. The adoption of SNA 1993 and ESA95 is ongoing. The data are not seasonally adjusted. There are plans to seasonally adjust the data in the near future.",,Split adjusted.
GDPNZL,New Zealand Nominal GDP,National Account Aggregates,New Zealand Dollar,New Zealand,,,,,,,National Currency,Millions,Quarterly,none,Annual From Dec 1859 To Dec 1986<BR>Quarterly From Mar 1987 To Sep 2020<BR>,Source: Reserve Bank of New Zealand,,Split adjusted.
GDPTWN,Taiwan Nominal GDP,National Account Aggregates,Taiwan New Dollar,Taiwan,,,,,,,National Currency,Millions,Quarterly,none,Annual From Dec 1903 To Dec 1960<BR>Quarterly From Mar 1961 To Sep 2020<BR>,"Source:  T. Mizoguchi and M. Umemura (eds.). Basic Economic Statistics of Former Japanese Colonies, 1895-1938: Estimates and Findings (Tokyo: Tokyo Keizai Shinposha, 1988).",,Split adjusted.
GDPCHN,China Nominal GDP,National Account Aggregates,China Renminbi Yuan,China,,,,,,,National Currency,Millions,Quarterly,none,Annual From Dec 1870 To Dec 1991<BR>Quarterly From Mar 1992 To Dec 2020<BR>,"Definition: The National Bureau of Statistics (NBS) uses the 1993 SNA. The data sources used for China's national accounts include statistics collected by the National Bureau of Statistics and by other government ministries, financial statements and other administrative records.  Coverage: The data for Hong Kong and Macao Special Administrative Regions and Taiwan Province of China are not included in the national accounts of China. The national accounts cover all resident units including enterprises operating in special economic zones. In principal, all transactions covered in the 1993 SNA are included. Certain illegal activities are partly covered in the accounts, namely illegal imports (smuggling) and production and purchases of counterfeit goods.  Collection: Some of the statistics collected by the NBS and other government agencies are collected at the local level and pass through several aggregation stages before reaching the provincial administrations which send them to the NBS or government ministries responsible for collecting statistics in their areas of competence.",,Split adjusted.
GDPDEU,Germany Nominal GDP,National Account Aggregates,Germany Deutschemark (Euro from 01/01/1999),Germany,,,,,,,National Currency,Millions,Quarterly,none,Annual From Dec 1850 To Dec 1959<BR>Quarterly From Mar 1960 To Dec 2020<BR>,"Data from 1850 to 1938 are for all of Germany.  Data from 1948 to 1959 exclude Saarland and West Berlin, data from 1960 to 1990 are for West Germany. Data from 1991 are for unified Germany. GDP excluding Saarland and West Berlin was 279 in 1960. Data for 1914 to 1924 and 1939 to 1949 are estimates based upon the real GDP data.<br />Notes: Data are disseminated on the quarterly results of origin, use and distribution calculation of the national accounts (VGR). The disseminated data for Germany include data on: current price GDP in billions of EUR; constant price GDP (1995=100) in billions of EUR; per-capita GDP; GNI; disposable income; and national income in EUR. Seasonally adjusted data for GDP, GNI, national income and utilization aggregates are also disseminated for Germany.  The following breakdowns are disseminated: (1) Origination of the gross domestic product (BIP): nominal and real results according to six economic sectors (agriculture, forestry, and fishing; manufacturing, including energy; construction; trade and transport; financial, renting and business activities; and other service activities.  (2) Use of the gross domestic product: nominal and real utilization aggregates and the pertinent price indices. (3) Distribution of national income: gross national income, net national income, income from employment and income from entrepreneurial activity and property, income originated domestically from employment and the gross wage and gross salary total according to six economic sectors and the net wage and salary total, disposable income and capital formation of all sectors and private households. The most important base statistics for the quarterly calculations are the production index, monthly construction reporting, monthly foreign trade statistics and other monthly and quarterly statistics.",,Legacy Currency adjusted. Split adjusted.
GDPGRC,Greece Nominal GDP,National Account Aggregates,Greece Drachma (Euro from 01/01/2001),Greece,,,,,,,National Currency,Millions,Quarterly,none,Annual From Dec 1833 To Dec 1994<BR>Quarterly From Mar 1995 To Sep 2020<BR>,"Data from 1830 to 1939 are from G. Kostelenos, ""Historical Estimates of National Accounts Magnitudes in Greece, 1830-1939."",  Annual Data are from Russell, European Historical Statistics, and quarterly data are from Eurostat.",,Legacy Currency adjusted. Split adjusted.
GDPHUN,Hungary Nominal GDP,National Account Aggregates,Hungary Forint,Hungary,,,,,,,National Currency,Millions,Quarterly,none,Annual From Dec 1870 To Dec 1994<BR>Quarterly From Mar 1995 To Sep 2020<BR>,"Notes: Pre-World War I data are from Jobst and Scheiber (2014: series AH6B_A). Data are disseminated in millions of forints (HUF) on GDP at current and constant 2000 prices compiled by the expenditure method. Production-based quarterly GDP are compiled using volume indices.The data cover the entire economy, except illegal activities such as drug dealing and prostitution. Adjustment made in 1957 to account for broadening of definition of NMP.  Data are disseminated showing a breakdown for the main expenditure categories as follows: household final consumption; government and NPISH's consumption; gross fixed capital formation (GFCF); changes in inventories; and exports and import of goods and services. GDP estimates, using the production approach, are broken down by industries (agriculture forestry and fishing; mining and quarrying; manufacturing and electricity; construction; and services - further broken down into 6 other service industries.) The data are compiled in accordance with the ""System of National Accounts 1993"" (SNA 1993) or ESA 1995. The data are seasonally adjusted for the first time in 2002.",,Split adjusted.
GDPISL,Iceland Nominal GDP,National Account Aggregates,Iceland Krona,Iceland,,,,,,,National Currency,Millions,Quarterly,none,Annual From Dec 1901 To Jun 1988<BR>Quarterly From Sep 1988 To Sep 2020<BR>,"Notes: Data are disseminated on GDP in current prices and constant prices (units of national currency) and as volume indices. The data cover the total economy, and are compiled using both the expenditure approach and the production approach. (The expenditure approach is the main method used in Iceland.)  A breakdown of the data is disseminated by industry, using a classification based on an Icelandic version of the former ISIC classification of 1958. From 1997 and onwards the NACE, rev. 1 activity classification has been implemented. A breakdown of the data by expenditure category is also published. (See Notes.) The data are compiled and classified according to the ESA 95.  Data on GNP and National Income, in current prices, constant prices and as volume indices, as well as data on Net Savings for the economy as a whole, are also disseminated. The data are not seasonally adjusted.",,Split adjusted.
GDPIRL,Ireland Nominal GDP,National Account Aggregates,Ireland Pound,Ireland,,,,,,,National Currency,Millions,Quarterly,none,Annual From Dec 1861 To Dec 1996<BR>Quarterly From Mar 1997 To Sep 2020<BR>,"Notes: Source for Pre-1920 data are Hills, Thomas, and Dimsdale (2015). GDP and GNP at current and constant prices, in millions of euro, according to the income (current prices only), output (constant prices only) and expenditure methods (current and constant prices). Value added estimates at current and constant prices are published for the five main branches of the economy. These are Agriculture, Industry, distribution/Transport/Communications, Public Administration/Defence and Other Service Industries. Expenditure on the GDP is broken down into the main categories of Final Demand, including Personal (19 product groups) and Government consumption, Investment (six product groups) and Imports and Exports. Accounts are compiled in accordance with ESA 95. The quarterly release is less detailed than the annual. The income estimate is not provided on a quarterly basis nor are the breakdowns of personal expenditure or capital formation.",,Legacy Currency adjusted. Split adjusted.
GDPITA,Italy Nominal GDP,National Account Aggregates,Italy Lira (Euro from 01/01/1999),Italy,,,,,,,National Currency,Millions,Quarterly,none,Annual From Dec 1861 To Dec 1959<BR>Quarterly From Mar 1960 To Sep 2020<BR>,"Notes: The method used is the model-based approach as given in the program TRAMO-SEATS. Working DAy adjustment is applied to the basic monthly indicators (where available) Seasonal adjustment is applied to the working day adjusted quarterly indicators. Data are disseminated in millions of euro on GDP at current and constant 1995 prices, together with implicit deflators, compiled using the expenditure approach and the production approach. The data cover the entire economy. Data are disseminated on current and constant price GDP showing a breakdown by expenditure category as follows: (1) compensation of employees (further broken down by productive sector); (2) gross fixed capital formation (further broken down by productive sector); (3) final domestic consumption (further broken down by purpose and by type of good); and (4) labor input (in full-time equivalents). The data are disseminated in both unadjusted and seasonally-adjusted formats.",,Legacy Currency adjusted. Split adjusted.
GDPLUX,Luxembourg Nominal GDP,National Account Aggregates,Luxembourg Franc (Euro from 01/01/1999),Luxembourg,,,,,,,National Currency,Millions,Quarterly,none,Annual From Dec 1950 To Dec 1994<BR>Quarterly From Mar 1995 To Sep 2020<BR>,,,Legacy Currency adjusted. Split adjusted.
GDPNLD,Netherlands Nominal GDP,National Account Aggregates,Netherlands Guilder (Euro from 01/01/1999),Netherlands,,,,,,,National Currency,Millions,Quarterly,none,Annual From Dec 1807 To Dec 1976<BR>Quarterly From Mar 1977 To Sep 2020<BR>,"Sources: In 1990 the Dutch Science Foundation granted Prof.dr J.L. van Zanden a subsidy for the research programme ""Reconstructing National Accounts of the Netherlands and the analysis of the development of the Dutch Economy in the period 1800-1940"". From then onwards this programme resulted in a great number of articles and dissertations which provide a deeper understanding the the dynamics of long-term economic growth. To reconstruct national income extensive data concerning income, prices, foreign trade, production, employment and capital formation were collected and processed.The calculations of output were the starting point of the project. Initially the research was focussed on the estimations of value added in agriculture, industry and services. Major research was undertaken to reconstruct the movement of output, inputs and prices in various sectors of the economy. The work on capital formation has been equal importance. Other categories of expenditure were estimated either directly from primary source material (e.g. government expenditure) or indirect by combining data on output and foreign trade (private consumer expenditure). The income side of the accounting system was the object of two separate projects, one on wages, salaries and income inequality and another on income from capital. See the research publication Dutch GNP and its components, 1800-1913, for a description of the National Account Project (in pfd, 763 KB).See http://nationalaccounts.niwi.knaw.nl/start.htmNotes: Data are disseminated in millions of Dutch guilders on GDP at current and constant 1995 prices. The GDP data cover the entire economy. The following breakdowns are disseminated: by expenditure category, by productive sectors, NACE (rev.1), and by cost components. The breakdown by major expenditure category includes the following components: consumption expenditure by households and by government, consumption expenditure, individual and collective, gross fixed capital formation by government and by corporations, changes in stocks, and exports and imports of goods and services. The breakdowns are disseminated both in current and in constant prices. QNA uses a make-use table as an instrument for the integration of short-term statistical data on output, expenditure and income.  The data are compiled in accordance with the methodology set out in ESA95. The data are disseminated in both unadjusted and seasonally adjusted formats. However, the seasonally adjusted data are available only at a high aggregated level, such as, the supply and disposition of goods and services, gross fixed capital formation, change in inventories, and, export of goods and services.",,Legacy Currency adjusted. Split adjusted.
