, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, 
Date, GDID, GDTR, GDMX, GDEG, GDPH, GDBH, GDBR, GDCO, GDDO, GDPA, GDQA, GDZA, GDCN, GDIL, GDGH, GDPE, GDRU, GDLK, GDCL, GDSV, 
12/31/1998,0,4.878,19.048, ,13.683, ,15.01,6.896, ,16.336, ,13.941,4.453,3.103, ,18.181,16.012, , , , 
1/31/1999,0,6.7,18.982, ,11.82, ,14.993,6.818, ,16.157, ,13.867,4.362,6.324, ,18.096,16.025, , , , 
2/28/1999,0,6.63,18.137, ,14.334, ,14.823,6.704, ,16.104, ,13.812,4.264,6.07, ,18.019,16.09, , , , 
3/31/1999,0,6.525,17.725, ,14.193, ,14.737,4.936, ,13.594, ,13.823,3.133,13.428, ,17.934,15.618, , , , 
4/30/1999,0,6.454,17.88, ,14.159, ,13.437,6.855, ,18.126, ,13.886,5.505,13.312, ,17.852,15.283, ,9.995, , 
5/31/1999,0,6.421,17.699, ,13.942, ,13.6,6.657, ,17.951,9.973,8.383,5.405,13.164, ,17.767,15.162, ,9.91, , 
6/30/1999,0,5.087,17.586, ,13.816, ,13.515,6.623, ,17.672,9.89,12.111,5.288,12.929, ,17.685,15.461, ,9.827, , 
7/31/1999,0,6.892,17.46, ,13.696, ,13.284,6.522, ,17.582,9.805,11.99,5.205,12.726, ,17.6,15.258, ,9.742, , 
8/31/1999,0,6.828,17.43, ,13.466, ,13.761,6.405, ,17.608,9.721,11.889,3.944,12.632, ,17.515,15.142, ,9.658, , 
9/30/1999,0,6.917,17.191, ,13.369, ,13.728,6.388, ,17.302,9.638,11.851,5.059,12.702, ,17.433,14.935, ,9.575, , 
10/31/1999,0,6.858,16.987, ,11.138, ,12.572,6.33, ,17.274,9.553,11.842,4.962,12.559, ,17.348,14.731, ,9.49, , 
11/30/1999,6.668,6.563,16.921, ,15.264, ,13.084,6.22, ,17.257,9.471,11.809,4.907,12.419, ,17.266,15.114, ,9.408, , 
12/31/1999,6.584,6.655,16.839, ,15.141, ,13.111,6.186, ,17.209,9.386,11.655,4.781,12.329, ,17.181,15.078, ,9.323, , 
1/31/2000,6.499,4.659,15.909, ,14.994, ,13.463,6.037, ,17.059,9.301,11.615,4.701,12.222, ,17.096,14.984, ,9.238, , 
2/29/2000,6.419,13.332,17.011, ,14.909, ,13.965,8.276, ,17.151,9.222,11.617,4.642,12.056, ,17.016,15.314, ,9.159, , 
3/31/2000,6.337,13.382,16.968, ,15.685, ,14.303,9.155, ,16.926,9.14,10.625,4.573,11.166, ,16.934,15.533, ,9.077, , 
4/30/2000,6.255,13.35,16.885, ,15.929, ,14.26,8.921, ,16.817,9.058,10.524,4.48,11.143, ,16.852,15.361, ,8.995, , 
5/31/2000,6.17,13.293,16.55, ,16.31, ,13.961,8.721, ,16.57,8.973,10.469,4.389,11.07, ,16.767,15.213, ,8.91, , 
6/30/2000,6.088,12.915,16.453, ,16.314, ,14.201,9.843, ,16.617,20.848,10.327,4.299,10.955, ,16.685,15.277, ,8.827, , 
7/31/2000,6.003,12.324,16.442, ,16.199, ,13.926,9.792, ,16.914,20.936,10.266,4.933,10.937, ,16.6,15.315, ,8.742, , 
8/31/2000,5.918,12.234,15.851, ,16.193, ,16.664,9.618, ,16.932,20.893,10.188,4.868,10.841, ,16.515,18.396, ,8.658, , 
9/30/2000,5.836,11.718,15.734, ,15.987, ,16.463,9.533, ,16.619,20.754,10.087,4.776,10.71, ,16.433,17.987, ,8.575, , 
10/31/2000,5.751,11.647,15.65, ,15.754, ,16.55,9.409, ,16.593,20.527,9.987,4.709,10.482, ,16.348,17.781, ,8.49, , 
11/30/2000,5.668,11.411,15.561, ,15.726, ,16.705,9.324, ,16.465,20.676,9.928,4.648,10.449, ,16.266,18.603, ,8.408, , 
12/31/2000,5.584,11.461,15.412, ,15.694, ,16.865,9.317, ,16.445,20.343,9.782,4.54,12.294, ,16.181,18.646, ,8.323, , 
1/31/2001,5.499,11.135,15.073, ,15.659, ,16.384,9.241, ,16.405,20.368,9.711,4.464,12.162, ,16.096,18.819, ,8.238, , 
2/28/2001,5.422,10.877,15.005, ,15.644, ,16.055,9.059, ,17.161,20.246,9.65,4.414,12.092, ,16.019,18.597, ,8.162, , 
3/31/2001,5.337,10.783,14.841, ,15.485, ,16.107,9.017, ,16.931,20.157,9.583,4.34,12.011, ,15.934,18.464, ,8.077, , 
4/30/2001,5.255,10.798,14.748, ,15.414, ,15.931,8.937, ,16.856,20.098,9.515,4.241,11.889, ,15.852,18.414, ,7.995, , 
5/31/2001,5.17,11.404,14.524, ,15.378, ,15.522,8.839, ,16.782,20.319,9.468,5.449,11.819, ,15.767,18.348, ,7.91, , 
6/30/2001,5.088,11.392,13.79, ,16.238, ,15.443,8.3, ,16.706,20.201,9.375,5.343,11.699, ,15.685,18.501, ,7.827, , 
7/31/2001,5.003,10.97,13.761,8.279,16.154, ,15.581,8.209, ,16.692,20.054,9.258,5.292,11.643, ,15.6,18.333, ,7.742, , 
8/31/2001,4.918,11.015,14.442,8.193,16.05, ,15.307,8.796, ,16.665,19.96,9.177,5.248,11.624, ,15.515,18.327, ,7.658, , 
9/30/2001,4.836,10.878,14.257,8.041,15.895, ,15.108,8.767,4.992,16.474,19.544,9.058,5.165,11.516, ,15.433,17.98, ,7.575, , 
10/31/2001,4.751,10.942,14.236,7.952,15.81, ,15.385,8.671,4.907,16.415,19.664,8.997,5.531,11.499, ,15.348,17.99, ,9.031, , 
11/30/2001,4.668,10.585,14.575,7.875,15.056, ,15.367,8.771,4.825,15.756,19.851,8.972,5.449,11.356, ,15.266,18.193, ,8.922, , 
12/31/2001,4.584,10.495,14.493,7.803,15.041, ,15.406,8.832,4.74,15.488,19.518,8.836,5.322,11.21, ,15.181,18.421, ,8.826, , 
1/31/2002,4.499,9.509,13.867,7.731,13.414, ,14.907,8.755,4.655,15.444,19.741,8.762,5.602,11.136, ,15.096,18.558, ,8.74, , 
2/28/2002,4.422,9.989,14.107,7.659,14.708, ,15.076,8.589,4.578,15.447,19.511,8.528,5.571,11.365, ,9.781,18.672, ,8.659, , 
3/31/2002,4.337,9.301,13.976,7.563,12.649, ,14.502,8.58,4.493,15.237,19.479,8.426,5.465,11.278, ,13.143,18.47, ,8.559, , 
4/30/2002,4.255,9.647,13.954,7.476,13.372, ,14.371,8.484,4.411,15.252,19.303,6.058,5.391,11.256, ,13.034,18.557, ,5.753,0, 
5/31/2002,4.17,9.819,13.614,7.387,13.333, ,14.439,8.587,4.326,15.132,19.588,8.789,5.252,11.157, ,12.951,18.598, ,7.386,29.861, 
6/30/2002,4.088,9.668,13.401,7.299,12.967, ,14.119,8.509,4.244,15.023,19.313,8.661,5.17,10.961, ,12.841,19.26, ,7.329,29.779, 
7/31/2002,4.003,9.358,13.285,7.224,12.818, ,14.306,8.088,4.159,14.03,19.139,8.57,5.094,10.857, ,12.737,19.165, ,7.208,12.268, 
8/31/2002,3.918,9.279,13.26,7.141,12.749, ,13.685,8.755,4.074,14.701,19.017,8.481,5.08,10.839, ,12.76,19.208, ,7.054,17.399, 
9/30/2002,3.836,9.15,13.176,7.042,12.278, ,13.668,8.636,3.992,14.292,18.887,8.417,5.046,10.853, ,12.613,19.011, ,6.997,17.228, 
10/31/2002,3.751,9.301,13.101,6.991,12.31, ,13.716,8.595,3.907,14.213,18.824,8.337,4.943,10.599, ,12.529,19.074, ,6.91,17.95, 
11/30/2002,3.668,9.161,13.047,6.918,12.136, ,13.657,8.546,3.825,14.127,18.94,8.307,5.198,10.543, ,12.076,19.107, ,6.967,17.888, 
12/31/2002,3.584,9.04,13.32,6.865,12.048, ,13.736,8.584,3.74,14.441,18.597,8.198,5.136,10.418, ,10.832,19.071, ,6.897,17.728, 
1/31/2003,3.499,8.819,13.031,6.81,11.856, ,13.671,9.805,6.489,14.501,18.594,8.125,5.049,10.36, ,10.832,19.125, ,7.844,17.79, 
2/28/2003,3.422,8.737,13.03,6.746,11.792, ,13.532,9.785,6.833,14.956,18.526,8.065,6.559,10.305, ,10.857,19.175, ,7.768,17.718, 
3/31/2003,3.337,8.514,12.895,6.652,11.665, ,13.449,9.769,6.842,14.727,18.455,7.984,6.472,10.27, ,10.875,19.057, ,7.684,18.036, 
4/30/2003,3.255,8.565,13.067,6.575,11.645, ,15.049,9.902,6.806,14.691,18.507,7.907,6.392,10.316, ,10.795,19.094, ,7.619,17.923, 
5/31/2003,3.17,8.602,12.693,6.531,11.7, ,14.839,9.841,6.766,14.663,18.837,7.886,6.277,10.413, ,10.699,19.253, ,7.547,17.844, 
6/30/2003,3.088,8.308,12.53,6.46,11.633,4.57,14.525,9.735,6.643,14.614,18.478,7.75,6.201,10.153, ,10.598,19.181, ,7.464,17.75, 
7/31/2003,3.003,8.102,12.252,6.361,11.273,4.485,14.257,9.77,6.394,14.491,18.287,7.625,6.12,9.927, ,10.564,18.951, ,7.335,17.668, 
8/31/2003,2.918,8.065,12.269,6.278,11.554,4.4,14.059,9.692,6.364,14.376,18.308,7.543,6.031,9.903, ,10.521,18.964, ,7.257,17.601, 
9/30/2003,2.836,8.278,12.303,6.191,11.564,4.318,13.957,9.62,6.335,14.208,18.324,7.489,5.954,9.91, ,10.393,18.913, ,7.188,17.529, 
10/31/2003,2.751,8.327,12.144,6.118,11.581,4.233,13.86,9.56,6.197,14.174,18.291,7.4,6.963,9.793, ,10.321,18.803, ,7.113,17.317, 
11/30/2003,2.668,8.528,12.022,6.045,11.493,4.151,13.859,9.491,6.12,14.091,18.357,7.378,6.889,9.732, ,11.975,18.745, ,7.033,17.252, 
12/31/2003,2.584,8.588,11.976,5.965,11.457,4.066,14.016,9.636,6.066,14.019,18.183,7.249,6.822,9.637, ,11.907,18.755, ,6.949,17.194, 
1/31/2004,2.499,10.371,11.777,5.883,11.334,3.981,14.415,10.07,5.986,14.191,18.136,7.172,6.755,9.582, ,11.816,18.814, ,6.856,17.248, 
2/29/2004,2.419,10.624,11.768,5.809,10.893,3.901,14.156,9.97,5.849,14.933,18.096,7.1,6.682,9.522, ,11.751,18.738, ,6.782,17.101, 
3/31/2004,7.627,10.581,11.713,5.732,10.814,3.819,14.084,9.958,5.871,14.83,18.025,7.028,6.605,9.591, ,11.719,18.648, ,6.704,17.092, 
4/30/2004,7.428,10.346,12.014,5.662,10.628,3.737,13.83,9.763,5.675,14.68,17.822,6.91,6.479,9.445, ,11.556,18.209, ,6.615,16.867, 
5/31/2004,7.297,10.145,11.883,5.536,10.527,3.652,13.664,9.507,5.55,14.547,17.969,6.841,6.379,9.35, ,11.418,18.11, ,6.527,16.674, 
6/30/2004,7.274,10.022,11.808,5.463,10.437,3.57,13.564,9.533,5.568,14.505,17.794,7.415,6.321,9.225, ,11.367,18.088, ,6.452,16.605, 
7/31/2004,7.236,9.955,11.85,5.388,10.467,3.485,13.827,9.511,5.318,14.45,17.748,7.349,6.256,9.169, ,11.328,19.079, ,6.368,16.673, 
8/31/2004,7.251,9.859,11.808,5.316,10.431,3.4,13.844,9.546,5.31,14.474,17.705,7.281,6.187,9.129, ,11.333,19.054, ,6.297,16.615, 
9/30/2004,7.136,9.903,12.391,5.235,10.793,3.318,13.903,9.496,5.318,14.34,17.666,7.22,6.108,9.113, ,11.261,18.972, ,6.216,16.562, 
10/31/2004,7.049,9.828,12.318,5.162,10.702,3.233,14.075,9.459,5.259,14.282,17.614,7.16,5.892,9.034, ,11.195,18.929, ,6.143,15.085, 
11/30/2004,6.977,9.773,12.173,5.08,11.192,3.151,14.014,9.438,5.149,13.815,17.772,7.126,5.808,8.928, ,11.074,18.842, ,6.056,16.308, 
12/31/2004,6.932,9.833,12.202,4.999,10.982,3.066,13.987,9.437,5.023,14.327,17.618,7.011,5.747,9.801, ,11.044,18.849, ,5.985,17.841, 
1/31/2005,6.875,10.657,12.249,4.928,10.919,2.981,14.269,9.31,4.951,14.307,17.646,6.945,5.682,9.772, ,10.987,18.857, ,5.901,17.905, 
2/28/2005,6.863,10.556,12.636,4.852,12.175,2.904,14.234,9.216,4.902,14.314,17.592,6.864,5.597,9.708, ,12.142,18.777, ,5.819,17.908, 
3/31/2005,6.686,10.351,12.433,4.75,12.037,2.819,14.02,8.892,4.947,14.127,17.477,6.752,5.509,9.648, ,12.035,18.65, ,5.727,17.692, 
4/30/2005,7.954,10.219,12.38,4.685,11.973,2.737,14.344,8.898,4.801,14.197,17.503,6.702,5.42,9.585, ,11.951,18.624, ,5.666,17.568, 
5/31/2005,7.905,10.292,12.443,4.613,12.324,2.652,14.482,8.894,9.762,14.186,17.709,6.684,5.328,9.537, ,11.834,18.641, ,5.594,17.501, 
6/30/2005,7.844,10.595,12.374,4.536,12.23,2.57,14.425,9.438,9.745,14.147,17.543,6.574,5.267,9.425, ,11.801,18.634, ,5.516,19.054, 
7/31/2005,7.764,10.457,12.37,5.945,12.148,2.485,14.286,9.344,9.595,14.104,17.331,6.468,5.542,9.318, ,12.554,18.55, ,5.412,19.178, 
8/31/2005,9.083,10.316,12.337,5.86,12.092,2.4,14.497,9.333,9.528,14.715,17.423,6.405,5.463,9.255, ,12.631,18.542, ,5.338,19.146, 
9/30/2005,9.009,10.333,12.243,5.778,11.977,2.318,14.708,9.79,9.553,14.626,17.249,6.316,5.375,9.203, ,12.622,18.443, ,5.249,19.066, 
10/31/2005,12.847,10.238,12.082,5.693,11.88,2.233,14.708,9.718,9.45,14.469,17.078,6.584,5.27,9.108, ,12.471,18.335, ,5.162,18.863, 
11/30/2005,12.939,10.653,11.932,5.611,12.077,2.151,14.639,9.659,9.356,16.368,17.239,6.554,5.19,9.036, ,12.342,18.263, ,5.082,18.873, 
12/31/2005,12.886,10.734,11.89,5.526,12.073,2.066,14.862,9.625,9.235,16.895,17.136,6.439,5.13,8.942, ,12.669,18.232, ,4.994,18.793, 
1/31/2006,12.87,11.798,12.236,5.441,12.922,1.981,15.36,9.609,9.089,18.686,17.021,6.348,5.045,8.849, ,12.671,18.161, ,4.899,18.918, 
2/28/2006,12.889,11.826,12.321,5.364,12.883,1.904,15.356,10.137,9.045,18.748,17.013,6.277,4.972,8.802, ,12.766,18.124, ,4.825,18.943, 
3/31/2006,18.071,11.691,12.223,5.279,12.795,1.819,15.821,10.199,11.536,18.65,16.755,6.174,4.873,8.712, ,12.519,17.933, ,4.727,18.703, 
4/30/2006,15.519,11.547,12.062,5.197,12.727,1.737,15.79,10.165,11.466,18.518,16.531,6.061,4.769,8.594, ,12.48,17.974, ,4.641,19.813, 
5/31/2006,15.4,11.262,11.848,5.112,12.625,1.652,15.539,9.957,11.356,18.363,16.667,6.024,4.682,8.509, ,12.297,17.851, ,4.554,19.725, 
6/30/2006,15.326,11.176,11.808,5.03,12.573,1.57,16.711,9.798,11.233,18.231,16.39,5.881,4.622,8.367, ,12.203,18.998, ,4.47,19.481, 
7/31/2006,15.424,11.208,11.884,4.945,12.712,1.485,17.126,9.895,11.181,17.667,16.316,5.821,4.538,8.3, ,12.202,18.98, ,5.267,20.285, 
8/31/2006,15.355,11.123,12,4.86,12.676,1.4,17.072,9.834,11.154,17.696,16.352,5.753,4.465,8.251, ,12.271,18.915, ,5.187,20.266, 
9/30/2006,15.37,11.51,11.811,4.778,13.247,1.318,16.999,11.244,11.129,17.646,16.35,5.678,4.387,8.237, ,12.237,18.802, ,5.107,20.235, 
10/31/2006,15.177,11.847,11.886,4.693,13.293,1.233,17.014,11.283,11.106,17.589,16.288,5.594,4.291,8.164, ,12.225,18.9, ,5.041,20.168, 
11/30/2006,15.162,12.237,12.034,4.611,13.244,1.151,16.766,12.036,11.074,17.569,16.487,5.567,4.216,8.705, ,12.123,18.832, ,4.962,20.157, 
12/31/2006,15.129,12.271,11.932,4.526,13.193,1.066,16.713,12.058,11.009,17.51,16.194,5.443,4.144,7.934, ,12.101,18.732, ,4.873,20.054, 
1/31/2007,15.051,12.841,10.622,4.441,13.574,0.981,16.774,11.987,10.922,17.327,16.113,5.353,4.056,7.834, ,12.662,18.662, ,4.772,20.082, 
2/28/2007,17.835,12.728,11.917,4.364,13.517, ,16.672,11.926,10.863,17.367,16.107,4.482,3.99,7.79, ,13.647,18.613, ,4.701,20.016, 
3/31/2007,17.818,13.258,12.148,4.279,13.436, ,16.835,11.815,10.999,18.051,15.937,4.398,3.902,7.746, ,15.898,18.497, ,4.614,19.945, 
4/30/2007,17.693,13.203,12.131,4.197,13.799, ,17.127,12.15,10.931,18.003,15.873,4.31,3.809,7.245, ,15.877,18.611, ,4.552,19.866, 
5/31/2007,17.648,13.13,12.055,4.112,13.75, ,17.044,12.063,10.881,17.928,15.975,7.646,3.708,7.169, ,15.76,18.508, ,4.461,19.823, 
6/30/2007,17.509,13.101,11.853,4.03,13.623, ,16.92,12.86,10.767,17.776,15.631,7.532,3.642,7.358, ,15.595,18.397, ,4.373,19.593, 
7/31/2007,17.355,13.023,11.783,3.945,13.459, ,16.828,12.73,10.623,17.575,15.477,7.401,3.557,7.269, ,15.451,18.354, ,4.275,19.636, 
8/31/2007,17.143,12.913,11.804,3.86,13.385, ,16.706,12.626,10.499,17.512,15.501,7.322,3.472,7.188, ,15.461,18.28, ,4.192,19.452, 
9/30/2007,17.233,12.811,11.875,3.778,13.342, ,16.659,12.553,10.704,17.582,15.398,7.258,3.388,7.117, ,15.444,18.149, ,4.117,19.408, 
10/31/2007,17.189,12.693,12.24,3.693,13.33, ,16.659,12.604,10.644,17.511,15.41,7.228,3.309,7.037,9.926,15.42,18.258,4.981,4.05,19.39, 
11/30/2007,17.018,12.586,12.181,3.611,13.247, ,16.555,12.459,10.588,17.407,15.599,7.128,3.232,6.977,9.844,15.299,18.162,4.899,3.974,19.323, 
12/31/2007,16.892,12.801,12.055,3.526,13.193, ,16.467,12.372,10.505,17.335,15.434,7.027,4.023,6.864,9.759,15.23,18.074,4.814,3.891,19.151, 
1/31/2008,17.483,12.62,13.417,3.441,13.003, ,16.322,12.591,10.378,17.011,15.453,6.929,3.937,6.788,9.674,15.057,17.995,4.73,3.794,19.069, 
2/29/2008,17.262,12.353,13.811,3.362,13.108, ,16.431,12.47,10.237,16.988,15.291,6.856,3.861,6.704,9.595,16.628,17.897,4.65,3.719,18.855, 
3/31/2008,17.192,12.757,13.735,3.279,13.565, ,16.355,12.311,10.396,16.969,15.202,6.633,3.796,6.645,9.512,16.487,17.778,4.566,3.633,18.708, 
4/30/2008,16.999,12.829,13.624,3.197,13.504, ,16.441,13.01,10.279,16.944,15.123,6.631,3.691,6.526,9.43,16.419,17.871,4.484,4.265,18.615, 
5/31/2008,16.863,12.701,13.542,3.112,13.4, ,16.27,12.974,10.19,16.885,22.041,7.703,3.624,6.446,9.345,16.366,17.797,4.399,4.18,18.507, 
6/30/2008,17.059,12.882,13.407,3.03,13.247, ,16.245,12.798,10.101,18.399,21.959,7.627,3.544,6.362,9.263,16.281,17.71,4.317,4.098,18.367, 
7/31/2008,17.062,13.065,13.443,2.945,13.249, ,16.159,12.857,9.843,18.238,21.874,7.565,3.46,6.252,9.178,16.217,17.684,4.232,4.015,18.287, 
8/31/2008,16.896,12.942,13.343,2.86,13.188, ,16.017,12.786,9.746,18.185,21.789,7.481,3.378,6.191,9.093,16.186,17.588,4.148,3.929,18.312, 
9/30/2008,16.76,12.629,13.03,2.778,13.051, ,15.773,12.432,9.88,18.046,21.707,7.264,3.29,6.125,9.011,15.935,17.398,4.066,3.853,18.092, 
10/31/2008,16.247,12.262,12.412,2.693,12.697, ,16.104,11.965,8.909,17.569,21.622,6.958,3.694,5.974,8.926,15.105,17.085,3.981,3.767,16.667, 
11/30/2008,16.128,12.208,12.43,2.611,12.673, ,15.994,11.841,8.974,17.53,21.54,6.977,3.646,5.939,8.844,15.313,17.011,3.899,3.681,16.4, 
12/31/2008,16.447,12.284,12.255,2.526,12.722, ,16.161,12.142,8.944,17.624,21.455,7.027,3.564,5.896,8.759,15.507,17.074,3.814,3.599,16.346, 
1/31/2009,15.789,12.009,11.823,2.441,12.37, ,15.798,11.729,9.094,17.407,21.37,6.987,3.471,5.737,8.674,15.325,17.105,3.73,3.513,16.968, 
2/28/2009,15.568,11.731,12.142,2.364,12.245, ,15.59,11.654,9,17.28,21.293,6.879,3.398,5.656,8.597,15.369,17.144,3.653,3.438,16.73, 
3/31/2009,13.951,11.702,12.105,2.279,12.492, ,15.551,11.377,11.466,16.714,21.208,6.862,3.318,6.604,8.512,14.439,16.995,3.566,3.349,16.704, 
4/30/2009,13.612,11.843,12.052,2.197,12.445, ,15.734,11.434,11.46,16.787,12.183,6.804,3.225,6.538,8.43,14.493,17.393,3.484,3.267,16.878, 
5/31/2009,13.682,11.822,12.141,2.112,12.475, ,15.568,11.364,11.374,16.725,12.109,7.76,3.182,6.439,8.345,14.429,17.33,3.399,3.184,16.993, 
6/30/2009,13.523,12.288,12.014,2.03,12.34, ,15.519,11.313,11.318,16.647,11.894,7.712,3.094,6.36,8.263,14.354,18.501,3.317,3.103,16.769, 
7/31/2009,13.505,12.101,12.037,1.945,12.202,4.877,15.5,11.529,11.277,16.573,11.813,7.706,3.007,6.294,8.178,14.46,18.543,3.232,3.019,16.947, 
8/31/2009,13.52,11.966,11.971,1.86,12.183,4.795,15.521,11.512,11.237,16.508,11.796,7.832,2.922,6.236,8.093,14.453,18.492,3.148,2.936,16.955, 
9/30/2009,13.651,11.956,12.386,1.778,12.163,4.712,15.561,11.516,11.276,16.648,11.787,7.781,2.854,6.165,8.011,14.491,18.392,3.066,2.856,17.133, 
10/31/2009,13.554,11.84,12.282,1.693,12.571,4.627,16.234,12.781,11.232,16.47,11.91,7.765,2.752,6.097,7.926,14.331,18.347,4.082,2.773,17.021, 
11/30/2009,13.429,11.787,12.202,1.611,12.485,4.545,16.157,12.738,11.176,15.724,11.067,7.592,2.677,6.015,7.844,14.298,18.261,4.008,2.69,16.915, 
12/31/2009,13.372,11.716,12.135,1.526,12.399,4.46,15.968,12.559,11.074,15.548,10.879,7.528,2.585,5.891,7.759,14.135,18.198,3.922,2.604,15.392, 
1/31/2010,12.876,12.634,12.599,1.441,12.565,4.375,15.911,12.443,11.08,15.341,10.755,7.435,2.513,5.822,7.674,13.972,18.156,3.831,2.522,15.456, 
2/28/2010,12.779,12.554,12.572,1.364,13.231,4.299,15.777,12.448,11.022,15.958,10.684,7.348,2.439,5.758,7.597,14.034,18.072,3.744,2.443,15.392, 
3/31/2010,12.876,12.432,12.467,1.279,13.201,7.683,15.721,12.388,10.728,15.939,10.675,7.987,2.357,5.649,7.512,13.968,17.949,3.663,2.359,15.339, 
4/30/2010,12.805,12.358,12.87,10.126,13.131,7.608,15.583,12.291,10.591,15.896,10.631,7.953,2.262,5.596,7.43,17.048,16.459,3.603,2.277,15.296, 
5/31/2010,12.692,12.318,12.866,16.474,13.049,7.477,15.522,12.198,10.663,15.827,10.503,7.827,3.414,5.527,7.345,16.966,16.37,3.512,2.192,15.169, 
6/30/2010,12.698,12.302,12.921,16.358,12.972,7.475,15.476,12.529,10.609,15.739,10.444,7.797,3.332,5.466,7.263,16.935,16.283,3.433,2.111,15.055, 
7/31/2010,12.825,12.59,12.934,16.484,13.079,7.39,15.438,12.637,10.562,15.73,10.429,7.756,3.247,5.37,7.178,16.95,16.243,3.345,2.028,17.701, 
8/31/2010,12.895,12.534,12.974,16.442,13.139,7.332,15.566,12.691,10.485,15.726,10.574,7.716,3.162,5.305,7.093,16.997,16.171,3.259,4.748,17.64, 
9/30/2010,12.839,12.514,12.85,16.48,13.021,7.204,15.694,12.604,10.425,15.677,10.426,7.625,3.079,5.205,7.011,16.902,16.037,3.181,4.675,17.534, 
10/31/2010,12.697,12.502,15.15,16.329,13.733,7.129,15.632,12.523,10.302,15.61,10.318,7.576,2.995,5.146,6.926,16.844,15.886,6.418,4.599,17.455, 
11/30/2010,12.407,12.313,14.8,16.165,13.533,7.032,15.462,12.243,10.097,15.417,10.149,7.422,2.912,5.047,6.844,18.649,15.797,6.29,4.482,17.399, 
12/31/2010,12.243,12.157,14.621,16.109,13.425,6.969,15.366,12.087,10.007,15.269,9.995,7.332,2.827,4.943,6.759,18.453,15.715,6.223,4.334,17.189, 
1/31/2011,12.087,12.734,14.907,15.725,13.344,6.867,15.683,12.841,9.947,15.111,9.811,7.211,2.742,4.85,6.674,18.423,15.66,6.124,5.575,17.11, 
2/28/2011,12.038,12.614,14.736,15.697,13.285,6.737,15.523,12.762,9.863,15.02,9.719,7.16,2.666,4.766,6.597,18.943,15.597,6.048,5.463,18.934, 
3/31/2011,12.009,12.605,14.711,15.506,13.312,6.647,15.455,12.653,9.767,15.021,9.654,9.131,2.581,4.658,6.512,18.825,15.443,5.954,5.386,18.842, 
4/30/2011,11.983,12.619,14.995,15.417,13.227,6.576,15.382,12.647,9.646,14.944,9.623,10.24,2.499,4.602,6.43,18.683,15.328,5.893,5.32,18.778, 
5/31/2011,11.731,12.53,14.979,15.403,13.153,6.501,14.297,12.641,9.577,14.938,9.626,10.241,2.414,4.52,6.345,18.652,15.245,5.796,5.26,18.783, 
6/30/2011,11.64,12.454,14.893,15.317,13.119,6.441,14.236,12.574,9.488,14.864,9.497,10.162,2.332,4.434,6.263,18.574,15.139,5.721,5.199,18.67, 
7/31/2011,11.649,12.395,14.952,15.128,13.152,6.362,14.202,12.231,9.531,14.773,9.465,10.111,2.247,4.54,6.178,18.599,15.108,7.088,5.195,18.573, 
8/31/2011,11.632,12.366,17.281,15.092,13.141,6.29,14.168,12.331,9.437,14.774,9.553,10.146,2.162,4.475,6.093,18.685,15.025,6.983,5.155,18.517, 
9/30/2011,11.541,12.222,17.378,14.899,13.033,6.133,14.068,12.172,9.331,14.74,9.536,9.958,2.079,4.381,6.011,18.563,14.852,6.885,6.595,18.333, 
10/31/2011,11.598,12.177,17.223,15.014,13.14,6.06,14.063,12.203,9.227,14.733,9.445,9.944,1.995,4.313,5.926,18.637,14.831,8.042,6.525,18.305, 
11/30/2011,11.364,12.05,17.26,14.962,13.055,6.229,14.416,12.124,9.157,14.71,9.191,9.844,1.912,4.237,5.844,18.426,14.753,7.971,6.471,18.344, 
12/31/2011,11.283,11.908,17.385,14.861,12.993,6.196,14.403,12.167,9.058,14.642,10.042,9.838,1.827,4.155,5.759,18.443,14.576,7.881,6.429,18.213, 
1/31/2012,12.448,12.247,17.403,14.606,13.57,6.117,14.206,14.554,9.026,15.137,9.921,10.058,1.742,4.981,5.674,19.259,14.541,7.799,9.048,18.121, 
2/29/2012,12.428,12.203,17.445,14.428,13.881,6.068,14.138,14.559,8.948,15.495,9.861,10.047,1.663,4.901,5.595,19.234,14.445,7.714,8.973,18.031, 
3/31/2012,12.374,12.163,17.918,14.417,13.789,5.971,14.246,14.452,8.865,15.466,9.78,9.918,1.581,4.793,5.512,19.202,14.315,7.64,8.885,17.926, 
4/30/2012,12.387,12.128,17.996,14.298,13.702,5.883,14.242,14.461,8.766,15.416,9.797,9.873,1.499,4.772,5.43,19.216,14.692,7.558,8.804,17.868, 
5/31/2012,12.238,11.997,17.867,14.196,13.612,5.788,14.132,14.345,8.672,15.28,9.755,9.789,1.414,5.211,5.345,19.075,14.593,7.452,8.719,17.851, 
6/30/2012,12.316,12.492,18.137,14.067,13.609,5.759,14.505,14.431,8.597,15.282,9.787,9.848,1.332,5.5,5.263,19.146,14.546,7.384,8.639,17.766, 
