, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, 
Date, GDPL, GDAZ, GDEC, GDGA, GDHN, GDCI, GDSN, GDTT, GDZM, GDAM, GDHR, GDIQ, GDSI, GDDZ, GDAW, GDBB, GDBZ, GDGR, GDLT, GDNA, GDRW, 
3/31/2014,16241.144,1257.144,705.643,1615.203,1059.427,2410.974,584.896,936.407,641.544, ,9759.76,2409.06,9968.572, ,240.903,196.184,371.98, ,6758.976,535.056,402.968, 
4/30/2014,16248.072,1266.717,717.708,1635.922,1065.573,2434.093,585.417,951.406,1714.855,720.242,9703.567,2455.86,9921.339, ,245.356,210.533,371.406, ,6825.473,537.972,413.176, 
5/31/2014,16632.039,1313.54,722.786,1693.016,1084.219,2538.07,574.787,964.28,1789.673,747.36,9951.569,2630.91,10113.203, ,251.202,216.339,377.058, ,6962.443,547.139,408.135, 
6/30/2014,16610.707,1304.488,2749.004,1643.557,1084.115,2440.732,583.373,957.779,1840.165,749.117,9965.799,2502.21,10189.118, ,250.406,206.495,380.591, ,6979.972,540.046,418.263, 
7/31/2014,14916.222,1312.561,2758.395,1644.566,1074.635,3224.836,1093.416,950.534,1888.478,749.117,9849.583,2409.96,10161.347, ,259.983,209.178,389.423, ,6951.77,542.972,422.551, 
8/31/2014,15093.086,1312.821,2948.098,1659.734,1111.406,3287.232,1119.041,953.82,1943.501,745.617,9929.652,2412.885,10255.109, ,260.958,210.586,395.606, ,6930.692,550.264,420.76, 
9/30/2014,14804.79,1277.144,2847.551,1626.453,1113.177,3171.684,1103.316,956.482,1889.412,724.617,9821.197,2449.56,10135.036, ,254.818,211.994,393.84, ,6790.416,541.356,423.968, 
10/31/2014,13978.157,1308.655,2846.879,1626.922,1127.448,3225.139,1095.176,959.893,1868.93,735.117,9885.772,2428.86,10210.736, ,255.16,212.636,405.321, ,6872.46,553.597,427.256, 
11/30/2014,14069.363,1271.415,2818.707,1592.321,1127.204,3273.756,1082.691,964.905,1858.898,724.617,9920.724,2441.91,10285.398, ,256.768,223.607,409.517, ,6947.708,541.514,415.215, 
12/31/2014,14035.716,1245.113,1724.858,1430.047,1086.615,3127.454,1044.141,939.029,1816.565,689.617,9843.149,2326.71,10271.535, ,255.213,216.695,388.54, ,6920.73,529.431,407.607, 
1/31/2015,14203.605,1240.086,1748.108,1423.016,1099.635,3098.732,1073.626,926.857,1762.633,691.367,9885.785,2163.207,10668.463, ,247.333,213.64,396.307, ,7046.885,544.222,406.551, 
2/28/2015,14129.407,1289.684,1901.358,1460.984,1103.281,3139.4,1088.616,933.883,1828.438,696.617,10075.603,2264.385,10567.329, ,257.163,220.021,388.187, ,6981.202,547.714,416.16, 
3/31/2015,14223.384,1246.832,2564.89,1435.203,1100.052,4153.595,1067.796,938.232,1785.225,975.65,9984.838,2287.56,10651.284, ,252.604,215.564,390.528, ,6970.781,553.806,411.968, 
4/30/2015,14136.702,1310.217,2811.89,1551.172,1133.073,4198.121,1083.166,945.018,1784.972,1008.631,9933.205,2374.86,10643.558, ,255.476,228.701,400.022, ,6941.301,564.157,419.292, 
5/31/2015,14026.174,1300.79,3562.921,1520.891,1139.219,4211.533,1064.621,949.18,1787.173,1023.996,9870.674,2289.684,10448.974, ,254.238,234.426,405.94, ,6943.988,548.389,407.215, 
6/30/2015,13861.266,1290.488,3343.546,1953.995,1122.445,4081.592,1053.041,940.054,1682.303,1000.539,9778.294,2255.43,10237.785, ,256.162,235.82,407.088, ,6837.663,539.971,405.343, 
7/31/2015,13868.471,1254.336,3181.171,1906.079,1130.885,4005.503,1049.886,944.034,2826.03,1009.994,9712.365,2149.95,10389.807, ,256.188,235.315,406.646, ,6859.727,543.672,411.999, 
8/31/2015,13888.103,1220.634,2741.296,1781.844,1108.906,3936.659,1015.541,940.633,2711.671,982.596,9771.322,2082.621,10328.207, ,257.796,228.849,393.619, ,6818.132,536.269,409.84, 
9/30/2015,13881.37,1170.894,2578.921,1696.528,1084.427,3770.481,991.306,943.232,2378.536,945.508,9712.952,1891.875,10378.549, ,252.288,229.28,392.78, ,6812.711,524.636,387.048, 
10/31/2015,13967.042,1205.155,2831.546,1776.778,1108.698,3904.251,1029.191,941.293,2482.333,995.321,9691.184,2023.86,10463.757, ,253.263,223.283,393.398, ,6861.038,1278.356,399.056, 
11/30/2015,13883.219,1200.265,2882.921,1769.943,1118.754,3962.599,1010.376,939.93,2576.414,994.735,9676.474,2009.91,10330.586, ,254.238,222.14,395.606, ,6825.455,1248.219,387.643, 
12/31/2015,13851.896,1182.963,2729.796,1594.465,1089.115,3853.535,986.441,926.404,2396.496,984.958,9600.914,1889.418,10316.648, ,254.58,208.408,391.19, ,6824.585,1211.312,384.543, 
1/31/2016,13667.256,1137.561,2568.671,1556.799,1065.885,3750.985,978.721,915.659,2140.782,980.867,9743.145,1713.09,10413.295, ,252.393,210.973,361.602, ,6831.38,1212.615,375.903, 
2/29/2016,13948.127,1174.434,2723.796,1643.484,1104.491,3837.402,997.761,908.82,2252.354,993.047,9774.079,1717.068,10355.799, ,253.368,211.351,260.474, ,6784.335,1243.203,386.9, 
3/31/2016,13817.49,1189.644,3057.671,1700.339,1098.177,4006.133,1025.816,918.982,2485.286,987.021,9862.83,1887.96,10443.999, ,248.746,212.759,262.682, ,6755.791,1271.681,395.968, 
4/30/2016,15601.586,1219.842,3226.546,1797.553,1118.698,4008.257,1040.966,913.668,2451.113,1001.806,8280.75,1963.38,10442.385, ,249.784,214.676,307.285, ,6784.098,1276.531,403.256, 
5/31/2016,15642.248,1215.415,3394.171,1734.868,1129.219,3991.313,1006.541,896.217,2456.359,989.385,8198.473,2023.41,10380.678, ,250.443,215.447,317.442, ,6805.288,1260.076,391.135, 
6/30/2016,15794.607,1281.113,3277.296,1734.775,1117.865,4055.453,1041.541,891.404,2611.871,1027.701,8275.802,2127.72,9009.437, ,251.418,207.77,307.726, ,6842.34,1302.212,391.423, 
7/31/2016,15978.339,1285.561,3310.921,1818.359,1163.385,4170.061,1050.541,895.471,2610.195,1061.152,8311.709,2031.96,9103.442, ,270.103,213.003,309.934, ,6852.505,1334.222,400.999, 
8/31/2016,16027.766,1311.259,4437.4,1886.684,1165.156,4358.025,1094.666,1938.945,2923.456,1083.287,8443.005,2203.77,9139.59, ,269.813,215.048,298.894, ,6840.555,1358.675,415.168, 
9/30/2016,15903.747,1297.782,5441.546,1870.534,1155.677,4326.055,1107.256,1947.482,2933.671,1048.979,8551.891,2232.885,8637.146, ,269.998,219.006,293.153, ,6041.883,1358.931,414.968, 
10/31/2016,15778.157,1298.242,5712.087,1886.308,1147.448,4337.108,1106.856,1925.043,2887.568,1050.509,8426.753,2216.154,8227.64, ,269.075,221.689,292.712, ,5986.392,1329.623,413.244, 
11/30/2016,15263.969,1249.14,5676.379,1811.233,1092.969,4099.505,1063.506,1840.838,2812.869,1031.962,8191.94,2198.91,7278.272, ,261.772,213.534,206.157, ,5591.215,1260.324,391.551, 
12/31/2016,14510.682,1257.613,6591.665,1867.27,1102.065,4063.253,1074.916,1859.394,2963.993,1056.903,8242.645,2313.075,7256.802, ,262.666,195.02,226.912, ,5594.619,1266.787,399.687, 
1/31/2017,14465.755,1266.186,7919.854,1857.579,1819.479,4007.796,1054.816,1867.333,2959.832,1063.252,8241.126,2246.286,7316.233, ,264.661,196.428,238.169, ,5570.432,1288.87,402.439, 
2/28/2017,14647.551,1296.959,8041.344,1946.624,1857.614,4097.739,1086.796,1877.086,3108.453,1070.782,8326.418,2407.971,7303.717, ,267.997,198.473,234.293, ,5558.567,1319.67,413.14, 
3/31/2017,14573.882,1260.244,7465.75,1976.464,1847.451,4030.128,1092.426,1862.288,3079.366,1060.215,8336.858,2413.758,6667.519, ,263.154,171.194,345.187, ,5541.865,1313.731,414, 
4/30/2017,14584.46,1279.767,7624.115,2013.868,1881.934,4171.917,1111.041,1828.713,3127.148,1076.815,8363.03,2459.235,6718.184, ,264.316,203.201,347.353, ,5573.449,1303.816,420.032, 
5/31/2017,14760.085,1281.94,7598.729,2057.213,1899.09,4217.872,2227.912,1844.985,3185.624,1082.294,8388.834,2537.49,4400.812, ,265.499,202.059,328.833, ,5598.445,1307.879,415.635, 
6/30/2017,14795.303,1268.788,9441.083,1964.915,1876.362,4623.892,2239.161,1849.896,3152.948,1087.674,8423.935,2467.515,4413.101, ,265.606,200.12,334.575, ,5614.494,1321.009,415.823, 
7/31/2017,14707.727,1294.461,9686.01,1979.039,1890.25,4716.344,2258.527,1863.076,3169.592,1099.764,8434.933,2480.187,4433.491, ,267.36,0,336.741, ,5576.927,1331.622,418.023, 
8/31/2017,14872.014,1325.246,9929.375,2213.13,1925.924,4817.523,2273.381,1878.851,3244.556,1115.374,8476.071,3602.91,4405.886, ,268.566, ,327.226, ,5534.402,1330.108,426.76, 
9/30/2017,15424.049,2540.234,7370.397,2202.335,1914.46,4757.361,2287.969,1877.54,3198.701,1087.716,8448.953,3558.531,2981.204, ,264.53, ,328.556, ,5730.378,1324.046,428, 
10/31/2017,15340.194,2538.908,12719.522,2226.26,1924.393,4801.037,2311.225,1885.306,3186.298,1090.86,8408.685,3604.623,2958.63, ,267.436, ,328.556, ,5739.537,1310.041,428.204, 
11/30/2017,15357.273,2546.822,13172.264,2275.736,1907.354,5169.122,2274.356,1904.62,3240.804,1102.295,8382.31,3667.272,3989.08, ,268.158, ,322.594, ,5743.247,1296.354,416.135, 
12/31/2017,14132.154,2568.906,13297.635,2253.051,1898.497,5119.327,2303.198,1906.608,3317.273,1117.475,8413.529,3725.681,4003.564, ,268.903, ,314.645, ,5741.416,1306.622,422.931, 
1/31/2018,13898.581,2619.201,16350.569,2257.091,1898.715,5128.314,2272.604,1899.564,3252.577,1122.824,8281.051,3750.193,3967.292, ,270.728, ,315.308, ,5646.468,1311.175,426.551, 
2/28/2018,13798.714,2511.889,16038.988,2205.59,1854.921,4960.945,2213.261,1888.515,3159.486,1097.252,8197.42,3686.862,2344.951, ,267.895, ,313.983, ,5547.992,1290.535,422.748, 
3/31/2018,13753.597,2478.165,16111.425,2241.882,1866.416,4915.722,2964.202,1884.553,3134.811,1070.384,8211.838,3632.386,1692.619, ,263.501, ,314.645, ,5520.728,1287.511,423.548, 
4/30/2018,13594.783,2448.265,15168.501,2214.678,1843.652,4919.988,2908.574,1886.711,2989.328,1051.178,8132.7,3601.817,1680.154, ,262.874, ,312.658, ,5283.982,1263.008,422.356, 
5/31/2018,13549.817,2462.662,15207.879,2188.387,1819.337,4799.871,2779.215,1821.202,2789.711,1058.188,8009.402,3632.66,1675.425, ,261.524, ,312.658, ,5273.002,1224.219,405.935, 
6/30/2018,13603.019,2456.391,14467.354,1978.676,1806.657,4589.46,2684.732,1804.118,2691.691,1050.442,8068.427,3470.576,1677.113, ,260.116, ,313.983, ,5299.269,1204.704,401.183, 
7/31/2018,11094.668,2516.029,15511.492,2084.254,1828.731,4751.459,2821.902,1822.24,2692.617,1077.342,8072.193,3572.94,1684.67, ,261.008, ,315.308, ,5284.142,1251.775,415.747, 
8/31/2018,11127.3,2459.242,14858.723,2037.264,1828.251,4529.61,2729.498,1800.642,2217.056,1063.561,8076.783,3500.575,1653.609, ,260.827, ,315.308, ,5234.375,1231.448,410.08, 
9/30/2018,11039.379,2493.625,15337.448,2129.447,1825.412,4733.03,2791.342,1776.04,2183.951,1036.378,8063.833,3591.337,1654.991, ,254.542, ,259.665, ,5192.488,1242.306,416.168, 
10/31/2018,10911.999,2425.74,14515.006,2061.962,1786.888,4559.83,2639.29,1751.442,2071.31,1032.022,8000.73,3502.469,1643.362, ,251.385, ,299.41, ,5184.144,1188.626,415.516, 
11/30/2018,10956.881,2386.445,16478.443,1995.981,1776.885,4420.939,2575.441,1758.628,2271.264,1035.491,6404.725,3479.664,1643.408, ,253.426, ,302.059, ,5197.584,1155.629,397.167, 
12/31/2018,11100.557,2468.68,15931.579,1980.212,1779.552,4331.65,2620.041,1749.003,2288.921,1045.521,6461.51,3457.44,1660.571, ,255.213, ,299.41, ,5224.795,1177.632,400.343, 
1/31/2019,11188.453,2539.565,16991.503,2124.497,1813.867,4582.491,2784.673,1762.94,2480.465,1074.097,6479.618,3583.376,1684.881, ,258.645, ,294.11, ,5200.136,1235.785,410.347, 
2/28/2019,11243.736,2544.748,19021.879,2153.515,1833.279,4738.674,2855.681,1787.546,2464.406,1090.111,6517.926,3676.11,1671.028, ,262.203, ,304.709, ,3273.187,1243.34,417.84, 
3/31/2019,11249.298,2552.978,17473.089,2152.626,1847.552,4719.561,2864.247,1824.312,2241.116,1064.813,6561.211,3636.067,1696.69, ,258.296, ,317.963, ,3251.407,1252.556,421.764, 
4/30/2019,11234.774,2581.734,17694.294,2180.696,1846.094,4716.662,2884.197,1841.331,2111.157,1072.986,6539.822,3687.612,1696.768, ,260.22, ,317.957, ,3271.692,1250.966,427.696, 
5/31/2019,11306.513,2613.755,17654.32,2172.67,1856.153,4257.922,2743.499,1846.198,1998.094,1086.613,6572.798,3601.633,1703.843, ,260.563, ,324.587, ,3288.412,1245.388,418.343, 
6/30/2019,11506.199,2687.548,20071.783,2190.61,1868.569,4422.109,2909.362,1852.091,2080.496,1105.589,6684.487,3773.95,1727.772, ,262.347, ,320.448, ,3318.192,1282.192,426.688, 
7/31/2019,11474.057,2734.257,19791.789,2207.497,1860.861,4477.981,2965.14,1586.628,2175.982,1113.875,5296.896,3748.463,1732.602, ,265.675, ,323.919, ,3279.108,1301.543,432.807, 
8/31/2019,11620.103,2756.166,20585.373,2158.355,1880.153,4528.361,2967.076,1605.086,2051.447,1114.765,5364.771,3717.811,1722.948, ,268.551, ,320.607, ,3301.72,1291.373,439.235, 
9/30/2019,11500.526,2706.495,20689.837,2214,1866.944,4542.353,2980.255,1617.648,2181.316,1072.861,5322.055,3688.175,1730.204, ,263.043, ,317.957, ,3261.547,1300.678,442.552, 
10/31/2019,11149.147,2719.493,21617.468,2253.341,1862.611,3319.477,3033.222,1628.221,2130.93,1073.686,5295.766,3655.823,1727.767, ,264.018, ,323.257, ,3270.165,1291.561,438.176, 
11/30/2019,11163.013,2760.6,18472.526,2270.314,1874.765,3326.973,2999.731,1646.158,1980.044,1084.9,5308.478,3687.71,1729.808, ,265.117, ,319.282, ,3272.896,1288.144,425.215, 
12/31/2019,11187.006,2768.49,21034.235,2310.249,1350.854,3350.436,3082.469,1676.169,2132.305,1095.825,5328.556,3752.547,1736.683, ,267.233,542.709,327.231, ,3285.669,1307.226,430.603, 
1/31/2020,11221.177,2815.885,19687.984,2384.891,1350.675,3411.954,3119.083,1686.803,2095.267,1114.763,5302.365,3636.106,1742.762, ,268.522,562.784,329.881, ,3244.74,1323.847,437.247, 
2/29/2020,11292.432,2774.137,16874.108,2530.823,1360.778,3390.441,3078.48,1626.836,2027.821,1118.679,5302.313,3600.961,1718.363, ,269.813,592.441,339.154, ,3259.177,1311.657,436.06, 
3/31/2020,11196.034,2400.191,6476.066,1626.871,1104.429,2956.83,2608.52,1440.898,1262.041,958.556,5050.527,2892.846,1715.038, ,252.606,490.013,268.939, ,3192.532,1149.788,368.76, 
4/30/2020,9436.731,2538.099,6013.871,1779.649,1154.688,2911.903,2605.343,1462.393,1013.788,1008.435,3597.547,2769.103,1718.666, ,245.991,468.341,233.169, ,1653.094,1172.476,385.488, 
5/31/2020,9530.486,2684.158,7417.303,2181.349,1290.72,3186.161,2458.371,1553.873,1407.702,1088.391,3676.108,3419.5,1738.45, ,247.915,484.994,201.373, ,1667.021,1232.219,382.135, 
6/30/2020,9620.129,2741.371,8428.628,2273.719,1927.29,3284.367,2648.452,2083.347,1644.761,1065.386,3716.708,3442.336,1763.539, ,251.737,502.797,214.621, ,1674.378,1271.744,398.611, 
7/31/2020,9649.888,2794.184,10024.855,2401.145,1954.844,3259.143,2601.823,2102.565,1726.265,1091.466,3725.521,3333.645,1775.635, ,255.239,527.717,225.22, ,1630.76,1268.375,410.631, 
8/31/2020,9666.627,2822.169,9187.468,2416.329,2015.577,3349.002,2704.929,2105.295,1625.488,1114.101,3738.592,3401.119,1747.391, ,257.163,547.819,232.506, ,1631.515,1289.279,418.256, 
9/30/2020,9574.848,2675.768,8877.662,2279.253,1970.76,3146.96,2576.739,2080.576,1525.528,1027.021,3744.54,3243.09,1748.944, ,252.606,531.787,230.519, ,1635.249,1276.383,422.588, 
10/31/2020,9563.793,2716.435,8779.91,2303.623,2025.656,3358.665,2668.623,2146.226,1319.229,1010.686,3705.068,3159.724,1753.19, ,253.265,528.566,231.661, ,1638.694,1279.079,431.963, 
11/30/2020,9569.008,2841.837,8599.729,2496.733,2062.682,3534.013,2866.416,2205.736,1473.137,1053.346,3715.177,3358.517,1754.482, ,258.984,534.269,243.507, ,1640.642,788.84,426.744, 
12/31/2020,9582.725,2891.378,8700.637,2575.685,2084.64,3017.343,2923.714,2250.351,1634.573,1094.186,3728.646,3429.615,1758.669, ,263.754,563.241,239.558, ,1641.057,811.926,426.823, 
1/31/2021,9539.792,2888.646,7300.371,2548.459,2046.744,2984.275,2863.908,2230.89,1577.394,1102.06,3698.896,3232.459,1760.927, ,265.362,562.1,227.449, ,1592.461,815.578,429.988, 
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
, Eff Dur, Eff Dur, Eff Dur, Eff Dur, Eff Dur, Eff Dur, Eff Dur, Eff Dur, Eff Dur, Eff Dur, Eff Dur, Eff Dur, Eff Dur, Eff Dur, Eff Dur, Eff Dur, Eff Dur, Eff Dur, Eff Dur, Eff Dur, Eff Dur, 
Date, GDPL, GDAZ, GDEC, GDGA, GDHN, GDCI, GDSN, GDTT, GDZM, GDAM, GDHR, GDIQ, GDSI, GDDZ, GDAW, GDBB, GDBZ, GDGR, GDLT, GDNA, GDRW, 
10/31/1994,, , , , , , , , , , , , , , , , , , , , , 
11/30/1994,, , , , , , , , , , , , , , , , , , , , , 
12/31/1994,, , , , , , , , , , , , , , , , , , , , , 
1/31/1995,, , , , , , , , , , , , , , , , , , , , , 
2/28/1995,, , , , , , , , , , , , , , , , , , , , , 
