date,AUSTRALIA,AUSTRIA,BELGIUM,BRAZIL,CHILE,CHINA,COLOMBIA,CZECH REPUBLIC,DENMARK,EGYPT,FINLAND,FRANCE,GERMANY,GREECE,HONG KONG,HUNGARY,INDIA,INDONESIA,IRELAND,ITALY,JAPAN,MALAYSIA,MEXICO,NETHERLANDS,NEW ZEALAND,NORWAY,PHILIPPINES,POLAND,PORTUGAL,SINGAPORE,SOUTH AFRICA,SOUTH KOREA,SPAIN,SWEDEN,SWITZERLAND,TAIWAN,THAILAND,TURKEY,UNITED KINGDOM
1986-12-03,0.005399054,,,,,,,,0.0240225996,,,,,,0.0025136539,,,,,,0.0170189154,,,,,,,,,0.0019139438,,,,0.0189223483,0.0065577380000000005,,,,-0.011847413999999999
1986-12-04,0.010622666999999999,,,,,,,,0.008674862299999999,,,,,,-0.0053558519999999995,,,,,,0.013387908700000001,,,,,,,,,-0.000848224,,,,-0.0033714290000000004,-0.002145223,,,,-0.002906523
1986-12-05,0.0027230292999999997,,,,,,,,0.0013778983,,,,,,-0.012042078999999999,,,,,,3.08673e-05,,,,,,,,,0.0067838627000000006,,,,-0.0072019269999999995,0.0042069785999999994,,,,0.0022588063
1986-12-08,0.0061707236,,,,,,,,0.0030498164,,,,,,0.0112545051,,,,,,0.0029022648999999998,,,,,,,,,0.0027319278,,,,-0.010041834,-0.00108683,,,,0.0076823443
1986-12-09,0.011512994399999999,,,,,,,,0.003505199,,,,,,0.0041274999,,,,,,-0.004484944,,,,,,,,,-0.00726057,,,,0.0013975886,0.0012768942999999999,,,,0.0069845357
1986-12-10,-0.008011299,,,,,,,,-0.00516826,,,,,,-0.0053944380000000005,,,,,,0.004129609199999999,,,,,,,,,-0.0011167310000000001,,,,-0.003822985,-0.001519315,,,,-0.000804473
1986-12-11,0.0070057503,,,,,,,,-0.013171498,,,,,,0.0031107198,,,,,,0.0018377210999999999,,,,,,,,,-0.005039898,,,,0.0101043005,-0.0019445579999999999,,,,0.005038554099999999
1986-12-12,-8.528299999999999e-05,,,,,,,,-0.006273516999999999,,,,,,0.000481828,,,,,,0.007603920699999999,,,,,,,,,-0.00121677,,,,0.0237311812,-0.00304886,,,,-0.007196185
1986-12-15,0.004702925,,,,,,,,0.0018419194,,,,,,-0.004515796,,,,,,-0.0014750179999999998,,,,,,,,,-0.003765802,,,,-0.010975173999999999,-0.0044342620000000004,,,,0.0039752564
1986-12-16,0.004809682,,,,,,,,-0.009057385,,,,,,-0.005649188,,,,,,0.0053515197,,,,,,,,,-0.006116117,,,,-0.007343718000000001,0.0001896881,,,,0.0025430538000000003
